code,title,location
ACC100,Communication in Everyday Life,Waurn Ponds (Geelong)
ACC213,Media Law and Ethics,Waurn Ponds (Geelong)
ACC302,"Advertising: Desire, Consumption and the Attention Economy",Waurn Ponds (Geelong)
ACC317,Communication and Creative Arts Internship A,Waurn Ponds (Geelong)
ACC318,Communication and Creative Arts Internship B,Waurn Ponds (Geelong)
ACC320,Communication Internship A: Placement,Waurn Ponds (Geelong)
ACC321,Communication Internship B: Career Development,Waurn Ponds (Geelong)
ACO412,Advanced Communication Research A,Waurn Ponds (Geelong)
ACO413,Advanced Communication Research B,Waurn Ponds (Geelong)
ACO414,Advanced Communication Research C,Waurn Ponds (Geelong)
ACO415,Advanced Communication Research D,Waurn Ponds (Geelong)
ACR101,Introducing Crime and Criminology,Waurn Ponds (Geelong)
ACR102,Introducing Crime and Criminal Justice,Waurn Ponds (Geelong)
ACR201,Issues in Criminal Justice,Waurn Ponds (Geelong)
ACR202,Criminology Theory,Waurn Ponds (Geelong)
ACR203,"Crime, Victims and Justice",Waurn Ponds (Geelong)
ACR204,"Crime, Media and Justice",Waurn Ponds (Geelong)
ACR206,Criminology in Action,Waurn Ponds (Geelong)
ACR211,Crime Prevention and Security,Waurn Ponds (Geelong)
ACR212,"Crime, Surveillance and Technology",Waurn Ponds (Geelong)
ACR301,International and Comparative Criminal Justice,Waurn Ponds (Geelong)
ACR302,Criminology Research,Waurn Ponds (Geelong)
ACR303,Criminology Practicum,Waurn Ponds (Geelong)
ACR304,"Crime, Surveillance and Society",Waurn Ponds (Geelong)
ACR305,"Crime, Terrorism and Security",Waurn Ponds (Geelong)
AGS101,Sex and Gender: Ideas That Changed the World,Waurn Ponds (Geelong)
AGS102,Histories of Sex and Gender,Waurn Ponds (Geelong)
AGS200,Cultural Studies of Sex and Gender,Waurn Ponds (Geelong)
AGS300,Theories of Sex and Gender,Waurn Ponds (Geelong)
AIA105,Visions of Australia: Time and Space From 1700 to 2010,Waurn Ponds (Geelong)
AIB151,Arabic 1A,Waurn Ponds (Geelong)
AIB152,Arabic 1B,Waurn Ponds (Geelong)
AIB251,Arabic 2A,Waurn Ponds (Geelong)
AIB252,Arabic 2B,Waurn Ponds (Geelong)
AIC181,Chinese 1A,Waurn Ponds (Geelong)
AIC182,Chinese 1B,Waurn Ponds (Geelong)
AIC281,Chinese 2A,Waurn Ponds (Geelong)
AIC282,Chinese 2B,Waurn Ponds (Geelong)
AIC381,Chinese 3A,Waurn Ponds (Geelong)
AIC382,Chinese 3B,Waurn Ponds (Geelong)
AIE153,History of the Middle East,Waurn Ponds (Geelong)
AIE154,Understanding Middle East Politics,Waurn Ponds (Geelong)
AIE255,Critical Issues in Middle East Politics,Waurn Ponds (Geelong)
AIE364,The Arab-Israeli Conflict,Waurn Ponds (Geelong)
AIF142,Conversational Indonesian B,Waurn Ponds (Geelong)
AIF146,"The Language, Culture and People of Indonesia",Waurn Ponds (Geelong)
AIF241,Formal and Informal Indonesian A,Waurn Ponds (Geelong)
AIF242,Formal and Informal Indonesian B,Waurn Ponds (Geelong)
AIF341,Professional and Academic Indonesian A,Waurn Ponds (Geelong)
AIF342,Professional and Academic Indonesian B,Waurn Ponds (Geelong)
AIF345,Indonesian for Business Purposes,Waurn Ponds (Geelong)
AIF354,History and Development of the Indonesian Language,Waurn Ponds (Geelong)
AIG103,People and Place: An Introduction to Human Geography,Waurn Ponds (Geelong)
AIG300,Australian Urban Geography: National and International Perspectives,Waurn Ponds (Geelong)
AIH107,World History Between the Wars 1919 - 1939,Waurn Ponds (Geelong)
AIH108,The Cold War World: 1945-1991,Waurn Ponds (Geelong)
AIH205,Sex and Gender in the British Empire,Waurn Ponds (Geelong)
AIH238,Australia and the Two World Wars,Waurn Ponds (Geelong)
AIH240,History: Interpreting the Past,Waurn Ponds (Geelong)
AIH264,The Holocaust,Waurn Ponds (Geelong)
AIH267,Conflict and Its Legacies in Modern Asia,Waurn Ponds (Geelong)
AIH276,African American History From Slavery to Black Lives Matter,Waurn Ponds (Geelong)
AIH288,Colonial Encounters: From Invasion to Federation,Waurn Ponds (Geelong)
AIH326,Australia's Empire: Colonialism in Papua New Guinea,Waurn Ponds (Geelong)
AIH389,The French Revolution and the Struggle for Freedom,Waurn Ponds (Geelong)
AIH399,Making History,Waurn Ponds (Geelong)
AIP107,Introduction to Politics,Waurn Ponds (Geelong)
AIP116,Visions and Values in Politics,Waurn Ponds (Geelong)
AIP209,Asylum Challenges in Australia and Asia,Waurn Ponds (Geelong)
AIP211,Politics of Development,Waurn Ponds (Geelong)
AIP230,Understanding Public Policy,Waurn Ponds (Geelong)
AIP243,Europe's Political Transformation,Waurn Ponds (Geelong)
AIP247,Media and Politics: Campaign Strategies,Waurn Ponds (Geelong)
AIP300,Researching Democracy,Waurn Ponds (Geelong)
AIP301,Political Parties and Social Movements,Waurn Ponds (Geelong)
AIR101,World in Crisis,Waurn Ponds (Geelong)
AIR102,"War, Terrorism and Humanitarian Responses",Waurn Ponds (Geelong)
AIR200,Global Capitalism and Power,Waurn Ponds (Geelong)
AIR203,Human Rights in World Politics,Waurn Ponds (Geelong)
AIR204,Great Power Relations,Waurn Ponds (Geelong)
AIR242,Key Concepts in International Relations,Waurn Ponds (Geelong)
AIR348,Activists Beyond Borders,Waurn Ponds (Geelong)
AIR349,Diplomacy and the United Nations,Waurn Ponds (Geelong)
AIS330,International Internship A,Waurn Ponds (Geelong)
AIX117,Professional Writing for Work,Waurn Ponds (Geelong)
AIX160,Introduction to University Study,Waurn Ponds (Geelong)
AIX493,Honours Research Design,Waurn Ponds (Geelong)
AIX494,Research Communication,Waurn Ponds (Geelong)
AIX495,Honours Thesis A,Waurn Ponds (Geelong)
AIX496,Honours Thesis B,Waurn Ponds (Geelong)
AIX497,Honours Theory and Debates in the Discipline,Waurn Ponds (Geelong)
AIX499,"Honours, Reading in the Discipline",Waurn Ponds (Geelong)
ALA203,Integrated Communication,Waurn Ponds (Geelong)
ALJ111,News Reporting 1,Waurn Ponds (Geelong)
ALJ112,News Reporting 2,Waurn Ponds (Geelong)
ALJ216,Feature Writing,Waurn Ponds (Geelong)
ALJ218,Audio Journalism,Waurn Ponds (Geelong)
ALJ220,Journalism in Society,Waurn Ponds (Geelong)
ALJ221,Video Journalism,Waurn Ponds (Geelong)
ALJ304,Local Journalism,Waurn Ponds (Geelong)
ALJ313,Journalism Law and Ethics,Waurn Ponds (Geelong)
ALJ330,News Production 1,Waurn Ponds (Geelong)
ALJ331,News Production 2,Waurn Ponds (Geelong)
ALL101,The Stories We Tell: Inventing Selves and Others,Waurn Ponds (Geelong)
ALL102,From Horror to Romance: Genre and Its Revisions,Waurn Ponds (Geelong)
ALL153,Literature for Children and Young Adults,Waurn Ponds (Geelong)
ALL154,Power Politics and Texts for Young People,Waurn Ponds (Geelong)
ALL202,Writing Modern Worlds,Waurn Ponds (Geelong)
ALL228,The Golden Age in Children's Literature,Waurn Ponds (Geelong)
ALL230,Re-Imagining Literature for Young People,Waurn Ponds (Geelong)
ALL255,Fantasy Literature,Waurn Ponds (Geelong)
ALL256,"Gender, Sex and Literature",Waurn Ponds (Geelong)
ALL260,Australian Literature,Waurn Ponds (Geelong)
ALL275,Shakespeare Today,Waurn Ponds (Geelong)
ALL326,"Gender, Sexuality and Texts for Young People",Waurn Ponds (Geelong)
ALL350,Children's literature around the world,Waurn Ponds (Geelong)
ALL376,Classics and Trash,Waurn Ponds (Geelong)
ALL381,Reading the End of Nature,Waurn Ponds (Geelong)
ALM101,Making Social Media,Waurn Ponds (Geelong)
ALM102,Making Video,Waurn Ponds (Geelong)
ALM201,Gamified Media,Waurn Ponds (Geelong)
ALM202,Quantified Media,Waurn Ponds (Geelong)
ALR103,Introduction to Public Relations,Waurn Ponds (Geelong)
ALR104,Strategic Communication and Writing,Waurn Ponds (Geelong)
ALR210,Media Relations Strategy,Waurn Ponds (Geelong)
ALR276,Ethical Communication and Citizenship,Waurn Ponds (Geelong)
ALR279,Public Relations Management,Waurn Ponds (Geelong)
ALR300,Public Relations Campaigns and Practice,Waurn Ponds (Geelong)
ALR383,"Lobbying, Advocacy and Public Opinion",Waurn Ponds (Geelong)
ALS100,Spanish 1A,Waurn Ponds (Geelong)
ALS150,Spanish 1B,Waurn Ponds (Geelong)
ALS200,Spanish 2A,Waurn Ponds (Geelong)
ALS225,Introduction to the Spanish-Speaking World,Waurn Ponds (Geelong)
ALS250,Spanish 2B,Waurn Ponds (Geelong)
ALS300,Intermediate Spanish 3A,Waurn Ponds (Geelong)
ALS325,Cultures of Resistance in the Spanish - Speaking World,Waurn Ponds (Geelong)
ALS350,Advanced Spanish 3B,Waurn Ponds (Geelong)
ALW101,Writer's Toolkit: Craft and Creativity,Waurn Ponds (Geelong)
ALW102,Writing Spaces: Paradigms and Provocations,Waurn Ponds (Geelong)
ALW205,The Role of the Editor,Waurn Ponds (Geelong)
ALW223,"Creative Nonfiction: Inquiry, Integrity, Vulnerability",Waurn Ponds (Geelong)
ALW225,Designing Fictions,Waurn Ponds (Geelong)
ALW227,"Scriptwriting: Character, Event, Consequence",Waurn Ponds (Geelong)
ALW242,Poetry: Events in Language,Waurn Ponds (Geelong)
ALW251,Writing for Games: Designing Quests and Characters,Waurn Ponds (Geelong)
ALW252,Writing for Young People,Waurn Ponds (Geelong)
ALW394,Studio Writing Project,Waurn Ponds (Geelong)
ALW395,Experimental Writing Lab,Waurn Ponds (Geelong)
ALW396,Producing Digital Anthologies: From Concept to Publication,Waurn Ponds (Geelong)
ALX420,Honours Research Project A,Waurn Ponds (Geelong)
ALX421,Honours Research Project B,Waurn Ponds (Geelong)
ALX422,Honours Research Project C,Waurn Ponds (Geelong)
ALX423,Honours Research Project D,Waurn Ponds (Geelong)
ALX723,Masters Research Project B,Waurn Ponds (Geelong)
ALX724,Masters Research Project C,Waurn Ponds (Geelong)
ALX725,Masters Research Project D,Waurn Ponds (Geelong)
APE101,Create Your Own Career,Waurn Ponds (Geelong)
ASC101,Introduction to Sociology A,Waurn Ponds (Geelong)
ASC206,Sociology of Health,Waurn Ponds (Geelong)
ASC210,Youth Culture and Identity,Waurn Ponds (Geelong)
ASC233,International Migration and Multicultural Societies,Waurn Ponds (Geelong)
ASC287,"Love, Sex and Relationships",Waurn Ponds (Geelong)
ASC304,Culture and Control: Boundaries and Identities,Waurn Ponds (Geelong)
ASP109,Freedom and Power: Existentialism and Beyond,Waurn Ponds (Geelong)
ASP129,"Love, Sex and Death",Waurn Ponds (Geelong)
ASP208,Introduction to Logical Reasoning,Waurn Ponds (Geelong)
ASP210,Plato and Nietzsche,Waurn Ponds (Geelong)
ASP214,Justice and Equality,Waurn Ponds (Geelong)
ASP215,"Philosophy, Happiness, and the Good Life",Waurn Ponds (Geelong)
ASP216,Ethics in Global Society,Waurn Ponds (Geelong)
ASP224,Freud and Philosophy,Waurn Ponds (Geelong)
ASP227,"Philosophies of Religion: Western, Asian, and Contemporary Inquiries",Waurn Ponds (Geelong)
ASP309,20th Century French Philosophy,Waurn Ponds (Geelong)
ASP326,Language and Reality,Waurn Ponds (Geelong)
ASR100,World Religions,Waurn Ponds (Geelong)
ASR200,"Religion, Spirituality and Popular Culture",Waurn Ponds (Geelong)
ASR205,"Mindfulness, Meditation, and Buddhism",Waurn Ponds (Geelong)
ASR206,Gender and Sexuality in Islam,Waurn Ponds (Geelong)
ASR207,Tibetan Buddhism,Waurn Ponds (Geelong)
ASR208,Contemporary Islam,Waurn Ponds (Geelong)
ASR300,"Religion, Rights and Governance",Waurn Ponds (Geelong)
ASS101,Peoples of the World,Waurn Ponds (Geelong)
ASS102,Culture and Communication,Waurn Ponds (Geelong)
ASS203,Being Human (With the Nonhuman),Waurn Ponds (Geelong)
ASS204,"Urban Spaces, Global Places",Waurn Ponds (Geelong)
ASS205,Anthropology of Poverty and Development,Waurn Ponds (Geelong)
ASS206,Medical Anthropology,Waurn Ponds (Geelong)
ASS233,Myth and Ritual,Waurn Ponds (Geelong)
ASS234,Environmental Anthropology,Waurn Ponds (Geelong)
ASS329,Anthropology of Crime and Violence,Waurn Ponds (Geelong)
ASS330,Cyborg Anthropology,Waurn Ponds (Geelong)
AST205,"Sport, Bodies, Action!",Waurn Ponds (Geelong)
EAD110,Communication Skills for Study and Work,Waurn Ponds (Geelong)
EAD111,"Digital Literacy: Finding, Evaluating and Interpreting Information",Waurn Ponds (Geelong)
EAD112,Critical Thinking and Problem Solving: Using Analysis to Develop Solutions,Waurn Ponds (Geelong)
EAD113,Teamwork: Working Constructively with Others,Waurn Ponds (Geelong)
ECA100,Engaging and Exploring Arts Education,Waurn Ponds (Geelong)
ECA210,"Music Studies: Earth, Wind and Fire",Waurn Ponds (Geelong)
ECA304,Arts Education Specialisation Study,Waurn Ponds (Geelong)
ECL210,Multiliterate Learners in Early Years Environments,Waurn Ponds (Geelong)
ECL307,Introduction to the International Baccalaureate Primary Years Programme (IBPYP),Waurn Ponds (Geelong)
ECL310,Multiliterate Learners in Middle Years Environments,Waurn Ponds (Geelong)
ECL410,Literacy Teacher - Researchers in New Times,Waurn Ponds (Geelong)
ECP327,Professional Engagement 1 (Primary School 1),Waurn Ponds (Geelong)
ECP400,Building Leadership Capacity in the School and Wider Community,Waurn Ponds (Geelong)
EDU201,Educational Psychology,Waurn Ponds (Geelong)
EEA211,Navigating the Visual World,Waurn Ponds (Geelong)
EEA311,Primary Arts Education: Focussed Study,Waurn Ponds (Geelong)
EEE308,"Curriculum, Assessment and Reporting: Primary",Waurn Ponds (Geelong)
EEE401,Professional Relationships,Waurn Ponds (Geelong)
EEE402,Transition to Beginning Teaching,Waurn Ponds (Geelong)
EEG402,Teaching in a Global World,Waurn Ponds (Geelong)
EEH101,Health and Physical Education Studies,Waurn Ponds (Geelong)
EEH102,The Art and Science of Movement,Waurn Ponds (Geelong)
EEH103,Foundations of Sport and Exercise Pedagogy and Practice,Waurn Ponds (Geelong)
EEH116,Primary Physical Education,Waurn Ponds (Geelong)
EEH202,Youth Health and Student Wellbeing,Waurn Ponds (Geelong)
EEH217,Student Health and Wellbeing,Waurn Ponds (Geelong)
EEH301,"Nutrition, Growth and Development for Health Educators",Waurn Ponds (Geelong)
EEH302,Health and Physical Education in the Curriculum,Waurn Ponds (Geelong)
EEH315,Teaching Sexuality and Relationship Education,Waurn Ponds (Geelong)
EEH401,Professional Issues in Health and Physical Education,Waurn Ponds (Geelong)
EEH403,Inclusivity and Diversity in HPE Movement Contexts,Waurn Ponds (Geelong)
EEH404,Health: a Family and Community Focus,Waurn Ponds (Geelong)
EEH405,Senior Physical Education: Curriculum Study,Waurn Ponds (Geelong)
EEH455,Approaches to Teaching Health and Physical Education,Waurn Ponds (Geelong)
EEI301,Personalising Learning: a Transdisciplinary Approach,Waurn Ponds (Geelong)
EEI302,Role of Multimodal Therapies in Special Education,Waurn Ponds (Geelong)
EEO211,Humanities Education in the 3-6 Primary Levels,Waurn Ponds (Geelong)
EEO301,"Sustainability, Inquiry and Action - a Humanities Perspective",Waurn Ponds (Geelong)
EEO311,Learners Living in Their World: Humanities Perspectives,Waurn Ponds (Geelong)
EEO410,Learners Inquiring in and About Their World: Human Disciplines,Waurn Ponds (Geelong)
EEP202,Primary School Experience 2,Waurn Ponds (Geelong)
EEP301,Primary School Experience 3,Waurn Ponds (Geelong)
EEP302,Primary School Experience 4,Waurn Ponds (Geelong)
EEP401,Primary School Experience 5,Waurn Ponds (Geelong)
EEP402,Primary School Experience 6,Waurn Ponds (Geelong)
EEP403,Primary School Experience 7,Waurn Ponds (Geelong)
EES245,Primary Science Education 1,Waurn Ponds (Geelong)
EES300,"Science, Technology, Engineering and Mathematics (STEM) Education",Waurn Ponds (Geelong)
EES345,Primary Science Education 1,Waurn Ponds (Geelong)
EES440,Primary Science Education 2,Waurn Ponds (Geelong)
EPP101,Teacher-Learner Identity,Waurn Ponds (Geelong)
EPP102,Learning-Teaching Communities,Waurn Ponds (Geelong)
EPP203,Professional Experience in Health and Physical Education: Curriculum Study A,Waurn Ponds (Geelong)
EPP204,"Understanding Learning, Learners and Classroom Relationships",Waurn Ponds (Geelong)
EPP303,Health and Physical Education:  Curriculum Study B,Waurn Ponds (Geelong)
EPP401,Curriculum Assessment and Policy in Contemporary Schooling,Waurn Ponds (Geelong)
EPP405,Professional Identity and Curriculum Work,Waurn Ponds (Geelong)
EPP406,Professional Identity and Curriculum Work,Waurn Ponds (Geelong)
ESH403,Senior Health and Human Development: Curriculum Study,Waurn Ponds (Geelong)
ESM211,Children and Mathematics: Developing Mathematical Concepts,Waurn Ponds (Geelong)
ESM303,Primary Mathematics Lesson Study,Waurn Ponds (Geelong)
ESM310,Teachers and Mathematics: Creating An Effective Classroom,Waurn Ponds (Geelong)
EST400,Primary Technology Education: Creativity and Design,Waurn Ponds (Geelong)
ETP101,Perspectives On Learning and Teachers' Work,Waurn Ponds (Geelong)
ETP102,Social Contexts of Education,Waurn Ponds (Geelong)
ETP200,Classroom Relationships,Waurn Ponds (Geelong)
ETP300,Educating Students with Additional Needs,Waurn Ponds (Geelong)
ETP303,Curriculum and Pedagogy,Waurn Ponds (Geelong)
ETP400,Assessment: Ways of Knowing Learners,Waurn Ponds (Geelong)
ETP401,Assessment: Ways of Knowing Learners,Waurn Ponds (Geelong)
ETP402,University-To-Work Transition,Waurn Ponds (Geelong)
ETP403,University-To-Work Transition,Waurn Ponds (Geelong)
ETS301,Pedagogy - Middle Years (7-10),Waurn Ponds (Geelong)
ETS302,Curriculum Inquiry - Middle Years (7-10),Waurn Ponds (Geelong)
FMB702,Advanced Materials Characterisation,Waurn Ponds (Geelong)
HBS107,Understanding Health,Waurn Ponds (Geelong)
HBS109,Introduction to Anatomy and Physiology,Waurn Ponds (Geelong)
HBS110,Health Behaviour,Waurn Ponds (Geelong)
HBS345,Collaborative Practice in Healthcare,Waurn Ponds (Geelong)
HME803,Clinical Anatomy Investigation,Waurn Ponds (Geelong)
HME911,Medicine 1A,Waurn Ponds (Geelong)
HME912,Medicine 1B,Waurn Ponds (Geelong)
HME921,Medicine 2A,Waurn Ponds (Geelong)
HME922,Medicine 2B,Waurn Ponds (Geelong)
HMH401,Developing Research Skills,Waurn Ponds (Geelong)
HMH402,Honours Research Project,Waurn Ponds (Geelong)
HMH800,Research Design,Waurn Ponds (Geelong)
HMH810,Research Communication,Waurn Ponds (Geelong)
HMH811,Research Interpretation and Integrity,Waurn Ponds (Geelong)
HMH813,Research Thesis,Waurn Ponds (Geelong)
HMI101,Medical Radiation Science 1,Waurn Ponds (Geelong)
HMI102,Foundation Principles and Application of Medical Imaging 1,Waurn Ponds (Geelong)
HMI103,Medical Imaging Practice 1,Waurn Ponds (Geelong)
HMI104,Foundation Principles and Application of Medical Imaging 2,Waurn Ponds (Geelong)
HMI105,Medical Imaging Practice 2,Waurn Ponds (Geelong)
HMI201,Medical Radiation Science 2,Waurn Ponds (Geelong)
HMI202,Foundation Principles and Application of Medical Imaging 3,Waurn Ponds (Geelong)
HMI203,Medical Imaging Practice 3,Waurn Ponds (Geelong)
HMI204,Foundation Principles and Application of Medical Imaging 4,Waurn Ponds (Geelong)
HMI205,Medical Imaging Practice 4,Waurn Ponds (Geelong)
HMI301,Principles of Advanced Modality Imaging 1,Waurn Ponds (Geelong)
HMI302,Medical Imaging Practice 5,Waurn Ponds (Geelong)
HMI303,Principles of Advanced Modality Imaging 2,Waurn Ponds (Geelong)
HMI304,Medical Imaging Practice 6,Waurn Ponds (Geelong)
HMI401,Research Methods and Critical Appraisal,Waurn Ponds (Geelong)
HMI402,Medical Imaging Practice 7,Waurn Ponds (Geelong)
HMI403,Medical Imaging Practice 8,Waurn Ponds (Geelong)
HMI404,Advanced Modalities,Waurn Ponds (Geelong)
HMI405,Practice Management,Waurn Ponds (Geelong)
HMM101,Introduction to Medical Biotechnology,Waurn Ponds (Geelong)
HMM102,Principles of Gene and Genomic Technology,Waurn Ponds (Geelong)
HMM103,Cell Technology,Waurn Ponds (Geelong)
HMM201,Medical Nanotechnology,Waurn Ponds (Geelong)
HMM202,Molecular Diagnostics,Waurn Ponds (Geelong)
HMM203,Human Anatomy,Waurn Ponds (Geelong)
HMM204,Haematology and Immunology,Waurn Ponds (Geelong)
HMM301,Principles of Pharmacology,Waurn Ponds (Geelong)
HMM302,Innovations in Medical Biotechnology,Waurn Ponds (Geelong)
HMM303,Emerging Infectious Diseases and Their Control,Waurn Ponds (Geelong)
HMM304,Therapeutic Development,Waurn Ponds (Geelong)
HMM305,Cell and Tissue Engineering,Waurn Ponds (Geelong)
HMO101,Principles of Optics,Waurn Ponds (Geelong)
HMO102,Science of Vision 1,Waurn Ponds (Geelong)
HMO103,Clinical Optics,Waurn Ponds (Geelong)
HMO104,Ocular Structure,Waurn Ponds (Geelong)
HMO105,The Business of Optometry,Waurn Ponds (Geelong)
HMO201,Science of Vision 2,Waurn Ponds (Geelong)
HMO202,Ocular Function,Waurn Ponds (Geelong)
HMO203,Health and Vision Sciences 1,Waurn Ponds (Geelong)
HMO204,Principles and Practice of Optometry 1,Waurn Ponds (Geelong)
HMO303,Health and Vision Sciences 2,Waurn Ponds (Geelong)
HMO304,Principles and Practice of Optometry 2,Waurn Ponds (Geelong)
HMO305,Health and Vision Sciences 3,Waurn Ponds (Geelong)
HMO306,Principles and Practice of Optometry 3,Waurn Ponds (Geelong)
HMO701,Advanced Optometric Studies 1,Waurn Ponds (Geelong)
HMO702,Advanced Optometric Studies 2,Waurn Ponds (Geelong)
HMO703,Community Optometry 1,Waurn Ponds (Geelong)
HMO704,Community Optometry 2,Waurn Ponds (Geelong)
HPS104,Foundations of Psychological Science,Waurn Ponds (Geelong)
HPS105,Foundations of Psychological Practice,Waurn Ponds (Geelong)
HPS111,Psychology A: Fundamentals of Human Behaviour,Waurn Ponds (Geelong)
HPS121,Psychology B: Individual and Social Development,Waurn Ponds (Geelong)
HPS201,Research Methods in Psychology A,Waurn Ponds (Geelong)
HPS202,Child and Adolescent Development,Waurn Ponds (Geelong)
HPS203,The Human Mind,Waurn Ponds (Geelong)
HPS204,Human Social Behaviour,Waurn Ponds (Geelong)
HPS206,Introduction to Forensic Psychology,Waurn Ponds (Geelong)
HPS207,Preparing for Employment,Waurn Ponds (Geelong)
HPS209,Cross Cultural and Indigenous Psychology,Waurn Ponds (Geelong)
HPS301,Research Methods in Psychology B,Waurn Ponds (Geelong)
HPS302,Pathways Through Adulthood,Waurn Ponds (Geelong)
HPS304,The Social Psychology of Relationships,Waurn Ponds (Geelong)
HPS307,Personality,Waurn Ponds (Geelong)
HPS308,Psychopathology,Waurn Ponds (Geelong)
HPS310,"Brain, Biology and Behaviour",Waurn Ponds (Geelong)
HPS325,Addiction,Waurn Ponds (Geelong)
HPS327,Research Methods Capstone,Waurn Ponds (Geelong)
HPS771,Research Methods in Psychology A,Waurn Ponds (Geelong)
HPS772,Child and Adolescent Development,Waurn Ponds (Geelong)
HPS773,The Human Mind,Waurn Ponds (Geelong)
HPS774,Human Social Behaviour,Waurn Ponds (Geelong)
HPS775,"Brain, Biology and Behaviour",Waurn Ponds (Geelong)
HPS781,Research Methods in Psychology B,Waurn Ponds (Geelong)
HPS788,Psychopathology,Waurn Ponds (Geelong)
HPS791,Personality,Waurn Ponds (Geelong)
HPY210,Coaching and Counselling for Behaviour Change,Waurn Ponds (Geelong)
HPY711,Psychology A: Fundamentals of Human Behaviour,Waurn Ponds (Geelong)
HPY713,Psychology B: Individual and Social Development,Waurn Ponds (Geelong)
HSE102,Functional Human Anatomy,Waurn Ponds (Geelong)
HSE103,Essentials of Exercise Delivery,Waurn Ponds (Geelong)
HSE104,Research Methods and Statistics in Exercise and Sport,Waurn Ponds (Geelong)
HSE105,Principles of Sport Coaching,Waurn Ponds (Geelong)
HSE110,Muscle Biology for Exercise Science,Waurn Ponds (Geelong)
HSE111,Physical Activity and Exercise for Health,Waurn Ponds (Geelong)
HSE113,"Human Growth, Development and Ageing for Exercise Scientists",Waurn Ponds (Geelong)
HSE201,Exercise Physiology,Waurn Ponds (Geelong)
HSE202,Biomechanics,Waurn Ponds (Geelong)
HSE203,Exercise Behaviour,Waurn Ponds (Geelong)
HSE204,Motor Learning and Development,Waurn Ponds (Geelong)
HSE205,Advanced Sport Coaching Theory and Practice,Waurn Ponds (Geelong)
HSE208,Integrated Human Physiology,Waurn Ponds (Geelong)
HSE212,Physical Activity Promotion and Evaluation,Waurn Ponds (Geelong)
HSE213,Children's Physical Activity and Sport,Waurn Ponds (Geelong)
HSE301,Exercise Prescription for Fitness and Health,Waurn Ponds (Geelong)
HSE302,Exercise Programming,Waurn Ponds (Geelong)
HSE303,Exercise Metabolism,Waurn Ponds (Geelong)
HSE304,Physiology of Sport Performance,Waurn Ponds (Geelong)
HSE309,Cognitive and Behavioural Aspects of Sport and Exercise,Waurn Ponds (Geelong)
HSE311,Applied Sports Science 1,Waurn Ponds (Geelong)
HSE314,Applied Sports Science 2,Waurn Ponds (Geelong)
HSE316,Physical Activity and Population Health,Waurn Ponds (Geelong)
HSE320,Exercise in Health and Disease,Waurn Ponds (Geelong)
HSE321,Sport Coaching and Development Practicum,Waurn Ponds (Geelong)
HSE323,Clinical and Sport Biomechanics,Waurn Ponds (Geelong)
HSE329,Advanced Anatomy for Exercise Scientists,Waurn Ponds (Geelong)
HSE330,Nutrition for Exercise Scientists,Waurn Ponds (Geelong)
HSE331,Advanced Strength and Conditioning,Waurn Ponds (Geelong)
HSE332,Global Perspectives in Physical Activity and Exercise for Health,Waurn Ponds (Geelong)
HSH102,Disease Prevention and Control,Waurn Ponds (Geelong)
HSH113,Social Perspectives on Population Health,Waurn Ponds (Geelong)
HSH205,Epidemiology and Biostatistics 1,Waurn Ponds (Geelong)
HSH208,Health Communication,Waurn Ponds (Geelong)
HSH216,Epidemiology and Biostatistics 2,Waurn Ponds (Geelong)
HSH219,Population Health: A Research Perspective,Waurn Ponds (Geelong)
HSH302,"Politics, Policy and Health",Waurn Ponds (Geelong)
HSH313,Contemporary Health Issues,Waurn Ponds (Geelong)
HSH319,Population Health: A Research Perspective,Waurn Ponds (Geelong)
HSH323,"Program Planning, Management and Evaluation",Waurn Ponds (Geelong)
HSN101,"Foundations of Food, Nutrition and Health",Waurn Ponds (Geelong)
HSN202,Lifespan Nutrition,Waurn Ponds (Geelong)
HSN211,Nutritional Physiology,Waurn Ponds (Geelong)
HSN301,Diet and Disease,Waurn Ponds (Geelong)
HSN305,Assessing Food Intake and Activity,Waurn Ponds (Geelong)
IND101,Introduction to Aboriginal Studies,Waurn Ponds (Geelong)
IND201,Aboriginal Knowledges and Experiences: Historical Journeys-Contemporary Perspectives,Waurn Ponds (Geelong)
MAA103,Accounting for Decision Making,Waurn Ponds (Geelong)
MBR701,Strategy and Value Creation (Residential),Waurn Ponds (Geelong)
MBR706,Leading People in Organisations (Residential),Waurn Ponds (Geelong)
MPR705,Entrepreneurship (Residential),Waurn Ponds (Geelong)
MPR779,Leadership in the Real World,Waurn Ponds (Geelong)
SEB101,Engineering Physics,Waurn Ponds (Geelong)
SEB711,Managing and Developing Innovation,Waurn Ponds (Geelong)
SEB723,Engineering Project Management,Waurn Ponds (Geelong)
SEB724,Engineering Leadership,Waurn Ponds (Geelong)
SEB725,Engineering Entrepreneurship,Waurn Ponds (Geelong)
SED304,Product Development,Waurn Ponds (Geelong)
SEE206,Measurement and Instrumentation,Waurn Ponds (Geelong)
SEE210,Power Engineering Design,Waurn Ponds (Geelong)
SEE212,Power Electronics,Waurn Ponds (Geelong)
SEE213,Distributed Generation System,Waurn Ponds (Geelong)
SEE216,Analogue and Digital Electronics,Waurn Ponds (Geelong)
SEE222,Embedded Systems Design,Waurn Ponds (Geelong)
SEE307,Systems and Signals,Waurn Ponds (Geelong)
