code,title,campus,semester,year
ANIML SC 4020ARW,Honours Animal Science Project Pt 1,Roseworthy Campus,Semester 1,2015
ANIML SC 4020BRW,Honours Animal Science Project Pt 2,Roseworthy Campus,Semester 2,2015
ANIML SC 4020BRW,Honours Animal Science Project Pt 2,Roseworthy Campus,Semester 1,2015
ANIML SC 4030ARW,Honours Animal Sc Project (Two-Year) Continuing,Roseworthy Campus,Semester 1,2015
ANIML SC 4030ARW,Honours Animal Sc Project (Two-Year) Continuing,Roseworthy Campus,Semester 2,2015
ANIML SC 4030BRW,Honours Animal Sc Project (Two-Year) Final,Roseworthy Campus,Semester 2,2015
ANIML SC 4030BRW,Honours Animal Sc Project (Two-Year) Final,Roseworthy Campus,Semester 1,2015
ANIML SC 1015RW,Animal Handling & Husbandry I,Roseworthy Campus,Semester 1,2014
ANIML SC 1016RW,Principles in Animal Behaviour Welfare Ethics I,Roseworthy Campus,Semester 2,2014
ANIML SC 1017RW,Animal Handling & Husbandry I (Vet Bio),Roseworthy Campus,Semester 1,2014
ANIML SC 1018RW,Princ in Animal Behav Welfare Ethics I (Vet Bio),Roseworthy Campus,Semester 2,2014
ANIML SC 2500RW,Companion Animal and Equine Studies II,Roseworthy Campus,Semester 1,2014
ANIML SC 2501RW,Genes and Inheritance II,Roseworthy Campus,Semester 2,2014
ANIML SC 2501WT,Genes and Inheritance II,Waite Campus,Semester 2,2014
ANIML SC 2502RW,Wildlife Management II,Roseworthy Campus,Semester 2,2014
ANIML SC 2503RW,Livestock Production Science II,Roseworthy Campus,Semester 2,2014
ANIML SC 2505RW,Animal Nutrition & Metabolism II (Vet Bio),Roseworthy Campus,Semester 2,2014
ANIML SC 2506RW,Comparative Animal Anatomy & Physiology IIA,Roseworthy Campus,Semester 1,2014
ANIML SC 2507RW,Comparative Animal Anatomy & Physiology IIB,Roseworthy Campus,Semester 2,2014
ANIML SC 2508RW,Genes and Inheritance II (Vet Bio),Roseworthy Campus,Semester 2,2014
ANIML SC 2520RW,Research Methodology for Animal Sciences II,Roseworthy Campus,Semester 1,2014
ANIML SC 3015RW,Animal Nutrition and Metabolism III,Roseworthy Campus,Semester 2,2014
ANIML SC 3016RW,Animal Health III,Roseworthy Campus,Semester 2,2014
ANIML SC 3018RW,Pig Production - Science into Management III,Roseworthy Campus,Summer,2014
ANIML SC 3019RW,Ecology and Management of Vertebrate Pests III,Roseworthy Campus,Summer,2014
ANIML SC 3020RW,Animal Microbiology & Invertebrates III,Roseworthy Campus,Semester 1,2014
ANIML SC 3043RW,Animal Biotechnology III,Roseworthy Campus,Summer,2014
ANIML SC 3045RW,Animal Breeding and Genetics III,Roseworthy Campus,Semester 1,2014
ANIML SC 3046RW,Animal Reproduction and Development III,Roseworthy Campus,Semester 1,2014
ANIML SC 3100RW,Laboratory Animal Science III,Roseworthy Campus,Semester 2,2014
ANIML SC 3240RW,Introduction to Aquaculture & Disease Management,Roseworthy Campus,Winter,2014
ANIML SC 3250RW,Animals and the Law,Roseworthy Campus,Winter,2014
APP BIOL 1510WT,Foundations of Applied Biology IA,Waite Campus,Semester 1,2019
APP BIOL 1520WT,Foundations of Applied Biology IB,Waite Campus,Semester 2,2019
APP BIOL 2500WT,Research Skills for Applied Biology II,Waite Campus,Semester 1,2019
APP BIOL 2503WT,Study Abroad in Applied Biology II,Waite Campus,Semester 2,2019
APP BIOL 2503WT,Study Abroad in Applied Biology II,Waite Campus,Semester 1,2019
APP BIOL 2506WT,Study Abroad in Applied Biology II,Waite Campus,Semester 1,2019
APP BIOL 2506WT,Study Abroad in Applied Biology II,Waite Campus,Semester 2,2019
APP BIOL 2509WT,Study Abroad in Applied Biology II,Waite Campus,Semester 2,2019
APP BIOL 2509WT,Study Abroad in Applied Biology II,Waite Campus,Semester 1,2019
APP BIOL 2512WT,Study Abroad in Applied Biology II,Waite Campus,Semester 1,2019
APP BIOL 2512WT,Study Abroad in Applied Biology II,Waite Campus,Semester 2,2019
APP BIOL 3550WT,Professional Practice for Applied Biology III,Waite Campus,Semester 2,2019
APP BIOL 3560WT,Research Practice for Applied Biology III,Waite Campus,Semester 1,2019
APP BIOL 4050AWT,Advanced Applied Biology (Hons) Pt 1,Waite Campus,Semester 1,2019
APP BIOL 4050AWT,Advanced Applied Biology (Hons) Pt 1,Waite Campus,Semester 2,2019
APP BIOL 4050BWT,Advanced Applied Biology (Hons) Pt 2,Waite Campus,Semester 1,2019
APP BIOL 4050BWT,Advanced Applied Biology (Hons) Pt 2,Waite Campus,Semester 2,2019
APP BIOL 4060AWT,Honours Applied Biology Project Pt 1,Waite Campus,Semester 1,2019
APP BIOL 4060AWT,Honours Applied Biology Project Pt 1,Waite Campus,Semester 2,2019
APP BIOL 4060BWT,Honours Applied Biology Project Pt 2,Waite Campus,Semester 1,2019
APP BIOL 4060BWT,Honours Applied Biology Project Pt 2,Waite Campus,Semester 2,2019
APP BIOL 4070AWT,Honours Applied Biology Project (Two-Year) Cont,Waite Campus,Semester 1,2019
APP BIOL 4070AWT,Honours Applied Biology Project (Two-Year) Cont,Waite Campus,Semester 2,2019
APP BIOL 4070BWT,Honours Applied Biology Project (Two-Year) Final,Waite Campus,Semester 1,2019
APP BIOL 4070BWT,Honours Applied Biology Project (Two-Year) Final,Waite Campus,Semester 2,2019
APP BIOL 1510WT,Foundations of Applied Biology I,Waite Campus,Semester 1,2018
APP BIOL 2500WT,Research Skills for Applied Biology II,Waite Campus,Semester 1,2018
APP BIOL 2503WT,Study Abroad in Applied Biology II,Waite Campus,Semester 2,2018
APP BIOL 2503WT,Study Abroad in Applied Biology II,Waite Campus,Semester 1,2018
APP BIOL 2506WT,Study Abroad in Applied Biology II,Waite Campus,Semester 1,2018
APP BIOL 2506WT,Study Abroad in Applied Biology II,Waite Campus,Semester 2,2018
APP BIOL 2509WT,Study Abroad in Applied Biology II,Waite Campus,Semester 2,2018
APP BIOL 2509WT,Study Abroad in Applied Biology II,Waite Campus,Semester 1,2018
APP BIOL 2512WT,Study Abroad in Applied Biology II,Waite Campus,Semester 2,2018
APP BIOL 2512WT,Study Abroad in Applied Biology II,Waite Campus,Semester 1,2018
APP BIOL 3550WT,Professional Practice for Applied Biology III,Waite Campus,Semester 2,2018
APP BIOL 3560WT,Research Practice for Applied Biology III,Waite Campus,Semester 1,2018
APP BIOL 4050AWT,Advanced Applied Biology (Hons) Pt 1,Waite Campus,Semester 2,2018
APP BIOL 4050AWT,Advanced Applied Biology (Hons) Pt 1,Waite Campus,Semester 1,2018
APP BIOL 4050BWT,Advanced Applied Biology (Hons) Pt 2,Waite Campus,Semester 1,2018
APP BIOL 4050BWT,Advanced Applied Biology (Hons) Pt 2,Waite Campus,Semester 2,2018
APP BIOL 4060AWT,Honours Applied Biology Project Pt 1,Waite Campus,Semester 1,2018
APP BIOL 4060AWT,Honours Applied Biology Project Pt 1,Waite Campus,Semester 2,2018
APP BIOL 4060BWT,Honours Applied Biology Project Pt 2,Waite Campus,Semester 2,2018
APP BIOL 4060BWT,Honours Applied Biology Project Pt 2,Waite Campus,Semester 1,2018
APP BIOL 4070AWT,Honours Applied Biology Project (Two-Year) Cont,Waite Campus,Semester 1,2018
APP BIOL 4070AWT,Honours Applied Biology Project (Two-Year) Cont,Waite Campus,Semester 2,2018
APP BIOL 4070BWT,Honours Applied Biology Project (Two-Year) Final,Waite Campus,Semester 1,2018
APP BIOL 4070BWT,Honours Applied Biology Project (Two-Year) Final,Waite Campus,Semester 2,2018
APP BIOL 2500WT,Research Skills for Applied Biology II,Waite Campus,Semester 1,2017
APP BIOL 2503WT,Study Abroad in Applied Biology II,Waite Campus,Semester 2,2017
APP BIOL 2503WT,Study Abroad in Applied Biology II,Waite Campus,Semester 1,2017
APP BIOL 2506WT,Study Abroad in Applied Biology II,Waite Campus,Semester 2,2017
APP BIOL 2506WT,Study Abroad in Applied Biology II,Waite Campus,Semester 1,2017
APP BIOL 2509WT,Study Abroad in Applied Biology II,Waite Campus,Semester 2,2017
APP BIOL 2509WT,Study Abroad in Applied Biology II,Waite Campus,Semester 1,2017
APP BIOL 2512WT,Study Abroad in Applied Biology II,Waite Campus,Semester 2,2017
APP BIOL 2512WT,Study Abroad in Applied Biology II,Waite Campus,Semester 1,2017
APP BIOL 3500WT,Professional Practice for Applied Biology III,Waite Campus,Semester 2,2017
APP BIOL 3530WT,Research Practice for Applied Biology III,Waite Campus,Semester 1,2017
APP BIOL 2500WT,Research Skills for Applied Biology II,Waite Campus,Semester 1,2016
BIOCHEM 2500,Biochemistry II: Molecular and Cell Biology,North Terrace Campus,Semester 1,2019
BIOCHEM 2501,Biochemistry II: Metabolism,North Terrace Campus,Semester 2,2019
BIOCHEM 2502,Biochem II (Biotech): Molecular and Cell Biology,North Terrace Campus,Semester 1,2019
BIOCHEM 2503,Biochemistry II (Biotechnology): Metabolism,North Terrace Campus,Semester 2,2019
BIOCHEM 3000,Molecular and Structural Biology III,North Terrace Campus,Semester 1,2019
BIOCHEM 3001,"Cancer, Stem Cells & Development III",North Terrace Campus,Semester 2,2019
BIOCHEM 3230,Molecular & Structural Biology III (Biomed Sci),North Terrace Campus,Semester 1,2019
BIOCHEM 3235,"Cancer, Stem Cells & Development III (Biomed Sc)",North Terrace Campus,Semester 2,2019
BIOCHEM 3520,"Cancer, Stem Cells and Development (Theory) III",North Terrace Campus,Semester 2,2019
BIOCHEM 2500,Biochemistry II: Molecular and Cell Biology,North Terrace Campus,Semester 1,2018
BIOCHEM 2501,Biochemistry II: Metabolism,North Terrace Campus,Semester 2,2018
BIOCHEM 2502,Biochem II (Biotech): Molecular and Cell Biology,North Terrace Campus,Semester 1,2018
BIOCHEM 2503,Biochemistry II (Biotechnology): Metabolism,North Terrace Campus,Semester 2,2018
BIOCHEM 3000,Molecular and Structural Biology III,North Terrace Campus,Semester 1,2018
BIOCHEM 3001,"Cancer, Stem Cells & Development III",North Terrace Campus,Semester 2,2018
BIOCHEM 3230,Molecular & Structural Biology III (Biomed Sci),North Terrace Campus,Semester 1,2018
BIOCHEM 3235,"Cancer, Stem Cells & Development III (Biomed Sc)",North Terrace Campus,Semester 2,2018
BIOCHEM 3520,"Cancer, Stem Cells and Development (Theory) III",North Terrace Campus,Semester 2,2018
BIOCHEM 4010A,Advanced Molecular and Cellular Biology (Hons) Pt 1,North Terrace Campus,Semester 1,2018
BIOCHEM 4010B,Advanced Molecular and Cellular Biology (Hons) Pt 2,North Terrace Campus,Semester 2,2018
BIOCHEM 4020A,Honours Molecular and Cellular Biology Project Pt 1,North Terrace Campus,Semester 1,2018
BIOCHEM 4020B,Honours Molecular and Cellular Biology Project Pt 2,North Terrace Campus,Semester 2,2018
BIOCHEM 4030A,Honours Molecular and Cellular Biology Project (T/Y) Cont,North Terrace Campus,Semester 1,2018
BIOCHEM 4030A,Honours Molecular and Cellular Biology Project (T/Y) Cont,North Terrace Campus,Semester 2,2018
BIOCHEM 4030B,Honours Molecular and Cellular Biology Project (T/Y) Final,North Terrace Campus,Semester 2,2018
BIOCHEM 2500,Biochemistry II: Molecular and Cell Biology,North Terrace Campus,Semester 1,2017
BIOCHEM 2501,Biochemistry II: Metabolism,North Terrace Campus,Semester 2,2017
BIOCHEM 2502,Biochem II (Biotech): Molecular and Cell Biology,North Terrace Campus,Semester 1,2017
BIOCHEM 2503,Biochemistry II (Biotechnology): Metabolism,North Terrace Campus,Semester 2,2017
BIOCHEM 2504,Biochem II (Mol Biol): Molecular and Cell Biology,North Terrace Campus,Semester 1,2017
BIOCHEM 2505,Biochemistry II (Mol Biol): Metabolism,North Terrace Campus,Semester 2,2017
BIOCHEM 3000,Molecular and Structural Biology III,North Terrace Campus,Semester 1,2017
BIOCHEM 3001,"Cancer, Stem Cells & Development III",North Terrace Campus,Semester 2,2017
BIOCHEM 3125,Advanced Molecular Biology IIIA (Biochemistry),North Terrace Campus,Semester 1,2017
BIOCHEM 3225,Advanced Molecular Biology IIIB (Biochemistry),North Terrace Campus,Semester 2,2017
BIOCHEM 3230,Molecular & Structural Biology III (Biomed Sci),North Terrace Campus,Semester 1,2017
BIOCHEM 3235,"Cancer, Stem Cells & Development III (Biomed Sc)",North Terrace Campus,Semester 2,2017
BIOCHEM 3520,"Cancer, Stem Cells and Development (Theory) III",North Terrace Campus,Semester 2,2017
BIOCHEM 4010A,Advanced Molecular and Cellular Biology (Hons) Pt 1,North Terrace Campus,Semester 1,2017
BIOCHEM 4010B,Advanced Molecular and Cellular Biology (Hons) Pt 2,North Terrace Campus,Semester 2,2017
BIOCHEM 4020A,Honours Molecular and Cellular Biology Project Pt 1,North Terrace Campus,Semester 1,2017
BIOCHEM 4020B,Honours Molecular and Cellular Biology Project Pt 2,North Terrace Campus,Semester 2,2017
BIOCHEM 4030A,Honours Molecular and Cellular Biology Project (T/Y) Cont,North Terrace Campus,Semester 2,2017
BIOCHEM 4030A,Honours Molecular and Cellular Biology Project (T/Y) Cont,North Terrace Campus,Semester 1,2017
BIOCHEM 4030B,Honours Molecular and Cellular Biology Project (T/Y) Final,North Terrace Campus,Semester 2,2017
BIOCHEM 2500,Biochemistry II: Molecular and Cell Biology,North Terrace Campus,Semester 1,2016
BIOCHEM 2501,Biochemistry II: Metabolism,North Terrace Campus,Semester 2,2016
BIOCHEM 2502,Biochem II (Biotech): Molecular and Cell Biology,North Terrace Campus,Semester 1,2016
BIOCHEM 2503,Biochemistry II (Biotechnology): Metabolism,North Terrace Campus,Semester 2,2016
BIOCHEM 2504,Biochem II (Mol Biol): Molecular and Cell Biology,North Terrace Campus,Semester 1,2016
BIOCHEM 2505,Biochemistry II (Mol Biol): Metabolism,North Terrace Campus,Semester 2,2016
BIOCHEM 2510,Advanced Molecular Biology IIA,North Terrace Campus,Semester 1,2016
BIOCHEM 2520,Advanced Molecular Biology IIB,North Terrace Campus,Semester 2,2016
BIOCHEM 3000,Molecular and Structural Biology III,North Terrace Campus,Semester 1,2016
BIOCHEM 3001,"Cancer, Stem Cells & Development III",North Terrace Campus,Semester 2,2016
BIOCHEM 3125,Advanced Molecular Biology IIIA (Biochemistry),North Terrace Campus,Semester 1,2016
BIOCHEM 3225,Advanced Molecular Biology IIIB (Biochemistry),North Terrace Campus,Semester 2,2016
BIOCHEM 3230,Molecular & Structural Biology III (Biomed Sci),North Terrace Campus,Semester 1,2016
BIOCHEM 3235,"Cancer, Stem Cells & Development III (Biomed Sc)",North Terrace Campus,Semester 2,2016
BIOCHEM 3520,"Cancer, Stem Cells and Development (Theory) III",North Terrace Campus,Semester 2,2016
BIOCHEM 4010A,Advanced Molecular and Cellular Biology (Hons) Pt 1,North Terrace Campus,Semester 1,2016
BIOCHEM 4010B,Advanced Molecular and Cellular Biology (Hons) Pt 2,North Terrace Campus,Semester 2,2016
BIOCHEM 4020A,Honours Molecular and Cellular Biology Project Pt 1,North Terrace Campus,Semester 1,2016
BIOCHEM 4020B,Honours Molecular and Cellular Biology Project Pt 2,North Terrace Campus,Semester 2,2016
BIOCHEM 4030A,Honours Molecular and Cellular Biology Project (T/Y) Cont,North Terrace Campus,Semester 2,2016
BIOCHEM 4030A,Honours Molecular and Cellular Biology Project (T/Y) Cont,North Terrace Campus,Semester 1,2016
BIOCHEM 4030B,Honours Molecular and Cellular Biology Project (T/Y) Final,North Terrace Campus,Semester 2,2016
BIOCHEM 2500,Biochemistry II: Molecular and Cell Biology,North Terrace Campus,Semester 1,2015
BIOCHEM 2501,Biochemistry II: Metabolism,North Terrace Campus,Semester 2,2015
BIOCHEM 2502,Biochem II (Biotech): Molecular and Cell Biology,North Terrace Campus,Semester 1,2015
BIOCHEM 2503,Biochemistry II (Biotechnology): Metabolism,North Terrace Campus,Semester 2,2015
BIOCHEM 2504,Biochem II (Mol Biol): Molecular and Cell Biology,North Terrace Campus,Semester 1,2015
BIOCHEM 2505,Biochemistry II (Mol Biol): Metabolism,North Terrace Campus,Semester 2,2015
BIOCHEM 2510,Advanced Molecular Biology IIA,North Terrace Campus,Semester 1,2015
BIOCHEM 2520,Advanced Molecular Biology IIB,North Terrace Campus,Semester 2,2015
BIOCHEM 3000,Molecular and Structural Biology III,North Terrace Campus,Semester 1,2015
BIOCHEM 3001,"Cancer, Stem Cells & Development III",North Terrace Campus,Semester 2,2015
BIOCHEM 3125,Advanced Molecular Biology IIIA (Biochemistry),North Terrace Campus,Semester 1,2015
BIOCHEM 3225,Advanced Molecular Biology IIIB (Biochemistry),North Terrace Campus,Semester 2,2015
BIOCHEM 3230,Molecular & Structural Biology III (Biomed Sci),North Terrace Campus,Semester 1,2015
BIOCHEM 3235,"Cancer, Stem Cells & Development III (Biomed Sc)",North Terrace Campus,Semester 2,2015
BIOCHEM 3520,"Cancer, Stem Cells and Development (Theory) III",North Terrace Campus,Semester 2,2015
BIOCHEM 4010A,Advanced Biochemistry (Hons) Pt 1,North Terrace Campus,Semester 1,2015
BIOCHEM 4010B,Advanced Biochemistry (Hons) Pt 2,North Terrace Campus,Semester 2,2015
BIOCHEM 4020A,Honours Biochemistry Project Pt 1,North Terrace Campus,Semester 1,2015
BIOCHEM 4020B,Honours Biochemistry Project Pt 2,North Terrace Campus,Semester 2,2015
BIOCHEM 4030A,Honours Biochemistry Project (T/Y) Cont,North Terrace Campus,Semester 2,2015
BIOCHEM 4030A,Honours Biochemistry Project (T/Y) Cont,North Terrace Campus,Semester 1,2015
BIOCHEM 4030B,Honours Biochemistry Project (T/Y) Final,North Terrace Campus,Semester 2,2015
BIOCHEM 2500,Biochemistry II: Molecular and Cell Biology,North Terrace Campus,Semester 1,2014
BIOCHEM 2501,Biochemistry II: Metabolism,North Terrace Campus,Semester 2,2014
BIOCHEM 2502,Biochem II (Biotech): Molecular and Cell Biology,North Terrace Campus,Semester 1,2014
BIOCHEM 2503,Biochemistry II (Biotechnology): Metabolism,North Terrace Campus,Semester 2,2014
BIOCHEM 2504,Biochem II (Mol Biol): Molecular and Cell Biology,North Terrace Campus,Semester 1,2014
BIOCHEM 2505,Biochemistry II (Mol Biol): Metabolism,North Terrace Campus,Semester 2,2014
BIOCHEM 2510,Advanced Molecular Biology IIA,North Terrace Campus,Semester 1,2014
BIOCHEM 2520,Advanced Molecular Biology IIB,North Terrace Campus,Semester 2,2014
BIOCHEM 3000,Molecular and Structural Biology III,North Terrace Campus,Semester 1,2014
BIOCHEM 3001,"Cancer, Stem Cells & Development III",North Terrace Campus,Semester 2,2014
BIOCHEM 3125,Advanced Molecular Biology IIIA (Biochemistry),North Terrace Campus,Semester 1,2014
BIOCHEM 3225,Advanced Molecular Biology IIIB (Biochemistry),North Terrace Campus,Semester 2,2014
BIOCHEM 3230,Molecular & Structural Biology III (Biomed Sci),North Terrace Campus,Semester 1,2014
BIOCHEM 3235,"Cancer, Stem Cells & Development III (Biomed Sc)",North Terrace Campus,Semester 2,2014
BIOCHEM 3520,"Cancer, Stem Cells and Development (Theory) III",North Terrace Campus,Semester 2,2014
BIOLOGY 1001,Fundamentals of Biology,North Terrace Campus,Quadmester 4,2019
BIOLOGY 1002,Fundamentals of Biology B,North Terrace Campus,Summer,2019
BIOLOGY 1101,"Biology I: Molecules, Genes and Cells",North Terrace Campus,Semester 1,2019
BIOLOGY 1201,Biology I: Human Perspectives,North Terrace Campus,Semester 2,2019
BIOLOGY 1202,Biology I: Organisms,North Terrace Campus,Semester 2,2019
BIOLOGY 1310A,Fundamentals of Biomedical Science,North Terrace Campus,Semester 1,2019
BIOLOGY 1310B,Fundamentals of Biomedical Science,North Terrace Campus,Semester 2,2019
BIOLOGY 1401,Concepts in Biology,North Terrace Campus,Semester 1,2019
BIOLOGY 1510,"Biology I:Molecules, Genes & Cells (Vet Bio)",North Terrace Campus,Semester 1,2019
BIOLOGY 1520,Biology I: Organisms (Veterinary Bioscience),North Terrace Campus,Semester 2,2019
BIOLOGY 1001,Fundamentals of Biology,North Terrace Campus,Quadmester 4,2018
BIOLOGY 1101,"Biology I: Molecules, Genes and Cells",North Terrace Campus,Semester 1,2018
BIOLOGY 1201,Biology I: Human Perspectives,North Terrace Campus,Semester 2,2018
BIOLOGY 1202,Biology I: Organisms,North Terrace Campus,Semester 2,2018
BIOLOGY 1310A,Fundamentals of Biomedical Science,North Terrace Campus,Semester 1,2018
BIOLOGY 1310B,Fundamentals of Biomedical Science,North Terrace Campus,Semester 2,2018
BIOLOGY 1401,Concepts in Biology,North Terrace Campus,Semester 1,2018
BIOLOGY 1510,"Biology I:Molecules, Genes & Cells (Vet Bio)",North Terrace Campus,Semester 1,2018
BIOLOGY 1520,Biology I: Organisms (Veterinary Bioscience),North Terrace Campus,Semester 2,2018
BIOLOGY 1101,"Biology I: Molecules, Genes and Cells",North Terrace Campus,Semester 1,2017
BIOLOGY 1201,Biology I: Human Perspectives,North Terrace Campus,Semester 2,2017
BIOLOGY 1202,Biology I: Organisms,North Terrace Campus,Semester 2,2017
BIOLOGY 1310A,Fundamentals of Biomedical Science,North Terrace Campus,Semester 1,2017
BIOLOGY 1310B,Fundamentals of Biomedical Science,North Terrace Campus,Semester 2,2017
