Code,Title,Previously,Availability,Credit Points
AIS110,Introduction to Indigenous Popular Culture,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",3
AIS204,Indigenous Australia and the Nation,2015: 'Australian Indigenous Politics: Historical Contexts and Contemporary Issues',"MURDOCHMURDOCH: S1-internal, S1-external",3
AIS206,"Country, Nature and Identity:  Indigenous Sustainability",2015: AIS306,"MURDOCHMURDOCH: S1-internal, S1-external",3
AIS250,Special Topics in Australian Indigenous Studies,,Not available,3
AIS256,Reading Reconciliation,,"MURDOCHMURDOCH: S2-internal, S2-external",3
AIS307,"Indigeneity, Critical Theory and Social Justice",,"MURDOCHMURDOCH: S2-internal, S2-external",3
AIS308,Working with Indigenous Communities: Internship,2014: AIS208,MURDOCHMURDOCH: S1-internal,3
AIS530,Special Topics in Australian Indigenous Studies,,Not available,3
AIS569,Honours Thesis in Australian Indigenous Studies,2014: AIS4169,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",12
AIS650,Master of Arts by Coursework Dissertation,,"MURDOCHMURDOCH: H-internal, H-external, S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",12
ANS101,Introduction to Livestock Science and Genetics,2016: 'Introduction to Livestock Science'; 2013: 'Animal Production Systems I',"MURDOCHMURDOCH: S2-internal, UA6-internal",3
ANS102,Introduction to the Animal Body,,MURDOCHMURDOCH: S1-internal,3
ANS105,Agricultural Science and Food Production,,"MURDOCHMURDOCH: S1-internal, S1-external",3
ANS207,Crop and Pasture Science,,MURDOCHMURDOCH: S2-internal,3
ANS208,Crop Protection and Plant Biosecurity,,MURDOCHMURDOCH: S2-internal,3
ANS221,Animal Structure and Function,,MURDOCHMURDOCH: S2-internal,3
ANS230,Animal Production Systems II,,MURDOCHMURDOCH: S1-internal,3
ANS301,International Study Tour Opportunities,,MURDOCHMURDOCH: S2N-internal,3
ANS309,"Agricultural Markets, Economics and Policy",,"MURDOCHMURDOCH: S1-internal, S1-external",3
ANS311,Agricultural and Environmental Technologies,,"MURDOCHMURDOCH: S2-internal, S2-external",3
ANS312,Advanced Crop and Pasture Science,,MURDOCHMURDOCH: S2-internal,3
ANS313,Pathology and Diseases of Production Animals,,MURDOCHMURDOCH: S1-internal,3
ANS333,Animal Production Systems III,,MURDOCHMURDOCH: S1-internal,3
ANS337,Animal Industry Experience,,MURDOCHMURDOCH: S2-internal,3
ANS363,Applied Animal Agriculture,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",3
ANS364,Applied Animal Breeding,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",3
ANS365,Equine Physiology and Behaviour,,MURDOCHMURDOCH: S1-internal,3
ANS366,Equine Nutrition and Health,,MURDOCHMURDOCH: S2-internal,3
ART101,Coming into Community,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",6
ART102,Inventing the Future,,"MURDOCHMURDOCH: S1-internal, S1-external",6
ART201,Global Citizenship,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",3
ART202,The Weight of Data,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",3
ART208,Presenting in Public: Writing and Performing for Professional Contexts,,MURDOCHMURDOCH: S2-internal,3
ART307,In-Country Studies Indonesia,2013: SSH307,"MURDOCHMURDOCH: S1-external, S2-external, SUM-internal, SUM-external",6
ART325,Professional Placement,,"MURDOCHMURDOCH: S1-internal, S2-internal",3
ART503,Honours Seminar in Arts,2014: MCC4442014: 'Honours Seminar in Media Communication and Culture',"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",3
ART604,Advanced Research Methods,2013: SSH6042014: 'Advanced Social Science Research Methods'; 2013: 'Research Methods in Social Sciences and Humanities',"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",3
ART607,In-Country Studies Indonesia,2013: SSH607,MURDOCHMURDOCH: SUM-internal,6
ART6071,In-Country Studies Indonesia,2013: SSH6071,Not available,12
ART610,Masters by Coursework Research Dissertation,2013: SSH610,"MURDOCHMURDOCH: H-internal, H-external, S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",12
ART6401,Masters by Coursework Research Project,2013: SSH6401,"MURDOCHMURDOCH: H-internal, H-external, S1-internal, S1-external, S2-internal, S2-external, SUM-internal, SUM-external, Y-internal, Y-external",6
AST102,Asian Centuries,2013: 'Introduction to Asian Cultures',"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",3
AST250,"Society, Culture and Ecology in Asia",,"MURDOCHMURDOCH: S1-internal, S1-external",3
AST253,Special Topics in Asian Studies,,Not available,3
AST281,"Contemporary Asia: Media, Politics and Popular Culture",,"MURDOCHMURDOCH: S2-internal, S2-external",3
AST288,Women and Men in Asian Societies,,"MURDOCHMURDOCH: S2-internal, S2-external",3
AST312,"Anthropology, Society and Culture",,"MURDOCHMURDOCH: S1-internal, S1-external",3
AST352,Culture and Religion in Asia,,Not available,3
AST384,Asian Studies Project,,"MURDOCHMURDOCH: S1-external, S2-external, SUM-external, W-external",3
AST3841,Asian Studies Project,,"MURDOCHMURDOCH: S1-external, S2-external, SUM-external, W-external",6
AST510,Special Topics in Asian Studies,,Not available,3
AST530,"Nations, Narratives, Cultures in Contemporary Asia","2013: AST6302013: 'Contemporary Asia: Nations, Narratives, Cultures'",Not available,3
AST531,Rise of Asia and Modern History,2013: AST631,Not available,3
AST556,Perceptions of South-East Asian Society,2013: AST656,Not available,3
AST558,Gender in Asian Societies,2013: 'Women in Asian Societies',"MURDOCHMURDOCH: S2-internal, S2-external",3
AST569,Honours Thesis in Asian Studies,2014: AST4049,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",12
AST612,Anthropology and Its Others,,MURDOCHMURDOCH: S1-external,3
AST632,Asian Studies Project,,"MURDOCHMURDOCH: H-external, S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",6
AST634,Asian Studies Dissertation,,"MURDOCHMURDOCH: H-external, S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",12
AST650,"Culture, Communities and Sustainability in Asia","2013: 'Society, Culture and Ecology in Asia'","MURDOCHMURDOCH: S1-internal, S1-external",3
BAR100,Academic Learning Skills,,Not available,3
BAR150,Ideas and Identity,2013: SSH1002013: 'Ideas in Action',Not available,3
BAR200,Developing Research Skills and Methods,2014: 'Bachelor of Arts Research Skills Unit',"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-externalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal, TSA-internal",3
BAR300,Advanced Research in the Arts,2015: 'Bachelor of Arts Research Skills Unit',"KAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BBS100,Academic Skills for Business,,"DUBAI-ISCDUBAI-ISC: TJD-internal, TMD-internal, TSD-internal",3
BBS1001,Academic Skills for Business,,"DUBAI-ISCDUBAI-ISC: TJD-internal, TMD-internal, TSD-internal",3
BBS150,Transforming Business,,Not available,3
BBS200,Understanding Business Research: An Introductory Approach,2015: 'Business Research: An Integrated Approach'; 2014: 'Bachelor of Business Research Skills Unit',"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TMD-internal, TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal, TSA-internal",3
BBS300,Empirical Research Methods for Business,2014: 'Bachelor of Business Research Skills Unit',"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-externalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BBS301,Applying Mixed Methods Research to Business,2015: 'Business Research: Integrated and Mixed Methods',"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TMD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal",3
BED100,Ideas in Education,,"MURDOCHMURDOCH: S1E-internal, S1E-external, S2E-internal, S2E-external",3
BED150,Understanding Teachers' Work,,"MURDOCHMURDOCH: S2E-internal, S2E-external",3
BED200,Assessment and Action Research,,"MURDOCHMURDOCH: S2E-internal, S2E-external",3
BED300,Schooling and Society - Research Skills,,"MURDOCHMURDOCH: S1E-internal, S1E-external",3
BEN100,Transitioning into Engineering,,"MURDOCHMURDOCH: S1-internal, S2-internal",3
BEN150,Design Concepts in Engineering,,MURDOCHMURDOCH: S1-internal,3
BEN200,Scientific Method in Engineering,2014: 'Engineering Research Skills',Not available,3
BEN300,Innovation and Ethics in Engineering,2015: 'Advanced Engineering Research Skills',MURDOCHMURDOCH: S1-internal,3
BIO103,Environmental Biology,2016: 'Introduction to Environmental Biology'; 2013: 'Environmental Biology',"MURDOCHMURDOCH: S1-internal, S1-external",3
BIO152,Cell Biology,2016: 'Foundations of Cell Biology'; 2015: 'Foundations of Cell and Molecular Biology'; 2013: 'Cell Biology',"MURDOCHMURDOCH: S1-internal (quota of 180 places), S2-internal",3
BIO180,Introduction to Marine Biology,,MURDOCHMURDOCH: S1-internal,3
BIO244,Animal Diversity,2015: 'Animal Diversity',MURDOCHMURDOCH: S2-internal,3
BIO245,"Plant Evolution, Radiation and Adaptation",2015: 'Plant Diversity',MURDOCHMURDOCH: S1-internal,3
BIO246,Microbiology,2015: 'Microbiology I',MURDOCHMURDOCH: S1-internal,3
BIO247,Biochemistry,2015: 'Biochemistry I',MURDOCHMURDOCH: S2-internal,3
BIO249,Fish and Wildlife Populations,2015: 'Sustainable Management of Fish and Wildlife',MURDOCHMURDOCH: S1-internal,3
BIO254,Marine Botany,2014: 'Plant Diversity (Marine Science)',MURDOCHMURDOCH: S1-internal,3
BIO257,Australian Biodiversity,2015: 'Biodiversity',MURDOCHMURDOCH: S2-internal,3
BIO280,Special Topics in Biological Sciences and Biotechnology,,Not available,3
BIO282,Molecular Biology,,MURDOCHMURDOCH: S1-internal,3
BIO309,Omics Technologies and Bioinformatics,,MURDOCHMURDOCH: S1-internal,3
BIO311,Interactive Data Analytics and Visualisation,,MURDOCHMURDOCH: S2-internal,3
BIO315,Bodies of Evidence,,MURDOCHMURDOCH: S2-internal,3
BIO356,Genetics and Evolution,,MURDOCHMURDOCH: S1-internal,3
BIO358,Industrial Bioprocessing and Bioremediation,,Not available,3
BIO359,Forensic DNA Analysis,,MURDOCHMURDOCH: S1-internal,3
BIO367,Forensic Toxicology,,MURDOCHMURDOCH: S2-internal,3
BIO375,Conservation Biology,,MURDOCHMURDOCH: S1-internal,3
BIO376,Wildlife Biology,,MURDOCHMURDOCH: S2-internal,3
BIO377,Marine Ecology,,MURDOCHMURDOCH: S1-internal,3
BIO378,Systems Biology,2015: 'Systems Biology and Bioinformatics',MURDOCHMURDOCH: S2-internal,3
BIO379,Evolutionary Analysis,2015: 'Evolutionary Biology',MURDOCHMURDOCH: S2-internal,3
BIO380,Aquaculture,,MURDOCHMURDOCH: S2-internal,3
BIO381,Marine Wildlife,,Not available,3
BIO388,Forensic Science and Miscarriages of Justice,2016: 'Case Studies in Forensic Biology',MURDOCHMURDOCH: W-internal,3
BIO393,Tropical Marine Biology,,MURDOCHMURDOCH: W-internal (quota of 40 places),3
BIO394,Genetic Engineering,,MURDOCHMURDOCH: S1-internal,3
BIO4039-12,Honours Thesis in Biotechnology,,"MURDOCHMURDOCH: S1-internal, S2-internal",12
BIO4049-12,Honours Thesis in Forensic Biology and Toxicology,,Not available,12
BIO510,BIO510 Research design in systems medicine,,MURDOCHMURDOCH: S2-internal,9
BIO512,Introduction to Systems Medicine,,MURDOCHMURDOCH: AU3-internal,3
BIO513,BIO513 Introduction to bioinformatics and data science,,MURDOCHMURDOCH: AU3-internal,3
BIO514,Systems Medicine in Maternal and Early Life,,MURDOCHMURDOCH: AU1-internal,3
BIO515,Systems Medicine in Cardiometabolic Disease,,MURDOCHMURDOCH: AU1-internal,3
BIO516,Systems Medicine in Brain Health and Neuropathology,,MURDOCHMURDOCH: AU1-internal,3
BIO537,Plant Biosecurity: Detection and Diagnostics,,MURDOCHMURDOCH: S1-external,3
BIO538,Plant Biosecurity in Practice,,MURDOCHMURDOCH: S1-external,3
BIO596,Crime Scene Investigation I,,MURDOCHMURDOCH: S2-internal,3
BIO597,Homicide and Death Investigation,,MURDOCHMURDOCH: S2-internal,3
BIO598,Fingerprinting and Impression Evidence,,MURDOCHMURDOCH: S2-internal,3
BIO599,Human DNA Profiling,,MURDOCHMURDOCH: S2-internal,3
BIO606,Aquatic Biosecurity,,Not available,3
BIO607,Invasive and Pest Species Management,,"MURDOCHMURDOCH: S2-internal, S2-external",3
BIO609,Forensic Science (Professional Practice) Masters Dissertation,,"MURDOCHMURDOCH: DE7-internal, H-internal, H-external, UA7-internal, Y-internal, Y-external",12
BIO610,Thesis in Systems Medicine,,MURDOCHMURDOCH: Y-internal,24
BIO612,Forensic Science (Professional Practice) Masters Project,,"MURDOCHMURDOCH: DE7-internal, H-internal, H-external, UA7-internal, Y-internal, Y-external",12
BIO615,Forensic Science (Professional Practice and Research) Masters Project,,"MURDOCHMURDOCH: H-internal, Y-internal",24
BIO629,Biosecurity Masters Research Dissertation,2015: VLS6292015: 'Life Sciences Masters Research Dissertation',"MURDOCHMURDOCH: H-internal, H-external, S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",12
BIO639,Global Biosecurity,2015: 'Biosecurity Threats and Invasions',"MURDOCHMURDOCH: S1-internal, S1-externalFTLEARNFTLEARN: FTL1-online",3
BIO681,Challenges in Food Security,2014: 'Biosecurity for Food Security',"MURDOCHMURDOCH: S2-internal, S2-external",3
BIO682,Forensic Chemistry,,MURDOCHMURDOCH: S1-internal,3
BIO685,Crime Scene Investigation II,,MURDOCHMURDOCH: S1-internal,3
BIO689,Food Security Masters Dissertation,,"MURDOCHMURDOCH: H-internal, H-external, S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",12
BIO692,Bloodstain Pattern Analysis,,MURDOCHMURDOCH: S1-internal,3
BJU100,Australian Legal System,,"MURDOCHMURDOCH: S1-internal, S2-internal",3
BJU150,Law in Context,,"MURDOCHMURDOCH: S1-internal, S1-external",3
BJU200,Skills for Legal Practice,2016: 'Researching Legal Remedies',MURDOCHMURDOCH: S2-internal,3
BJU300,Legal Theory and Research,,MURDOCHMURDOCH: S2-internal,3
BMS101,Introduction to the Human Body,,MURDOCHMURDOCH: S1-internal,3
BMS107,Foundations of Vertebrate Form and Function,2013: 'Principles of Vertebrate Physiology',MURDOCHMURDOCH: S2-internal,3
BMS206,Biomedical Physiology,,MURDOCHMURDOCH: S1-internal,3
BMS211,Medical Immunology and Molecular Genetics,,MURDOCHMURDOCH: S2-internal,3
BMS212,Medical Microbiology,2014: 'Comparative and Human Microbiology',MURDOCHMURDOCH: S1-internal,3
BMS213,Forensic Anatomy and Anthropology,,MURDOCHMURDOCH: S1-internal,3
BMS218,Haematology,,MURDOCHMURDOCH: S2-internal (quota of 80 places),3
BMS314,Pathological Basis of Disease,2015: 'Mechanisms of Disease',MURDOCHMURDOCH: S1-internal,3
BMS315,Advances in Medical Science,,MURDOCHMURDOCH: S2-internal,3
BMS316,"Parasitology:  People, Pets and Wildlife",,MURDOCHMURDOCH: S2-internal,3
BMS317,Human Pharmacology,,MURDOCHMURDOCH: S1-internal,3
BMS321,Histology,2016: 'Pathophysiology',MURDOCHMURDOCH: S1-internal (quota of 50 places),3
BMS322,Clinical Immunology,,MURDOCHMURDOCH: S2-internal (quota of 25 places),3
BMS323,Clinical Biochemistry I,,MURDOCHMURDOCH: S2-internal (quota of 25 places),3
BMS324,Clinical Microbiology I,,MURDOCHMURDOCH: S2-internal (quota of 48 places),3
BMS325,Histopathology,,MURDOCHMURDOCH: S2-internal (quota of 20 places),3
BMS326,Clinical Haematology I,,MURDOCHMURDOCH: S2-internal (quota of 25 places),3
BMS327,Diagnostic Genomics,,MURDOCHMURDOCH: S1-internal (quota of 30 places),3
BMS423,Clinical Biochemistry II,,MURDOCHMURDOCH: S2-internal,3
BMS424,Clinical Microbiology II,,MURDOCHMURDOCH: S2-internal,3
BMS426,Clinical Haematology II,,MURDOCHMURDOCH: S2-internal,3
BMS431,Laboratory Medicine Practice I,,MURDOCHMURDOCH: UW1-placement,6
BMS432,Laboratory Medicine Practice II,,MURDOCHMURDOCH: UW1-placement,6
BNR100,Transition to Nursing Studies,,Not available,3
BNR150,Health and Human Behaviour,,MURDOCHMURDOCH: S1N-externalMANDURAHMANDURAH: S1N-external,3
BNR200,Evidence Based Nursing Practice,2015: 'Evidence Based Nursing Care',MURDOCHMURDOCH: S1N-internalMANDURAHMANDURAH: S1N-internal,3
BNR359,Clinical Practice 5 Research Perspectives,2015: 'Clinical Nursing Practice 5: Research Perspectives',MURDOCHMURDOCH: UA3-internalMANDURAHMANDURAH: UA3-internal,3
BRD201,Food Matters,,"MURDOCHMURDOCH: S2-internal, S2-external",3
BRD202,Drugs in Society,,"MURDOCHMURDOCH: S2-internal, S2-external",3
BRD203,Carbon and Climate: A Wicked Problem,,"MURDOCHMURDOCH: S2-internal, S2-external",3
BRD205,Crime through the Ages,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
BRD209,Creativity and Innovation,,"MURDOCHMURDOCH: S1-internal, S1-externalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal, TSA-internal",3
BRD210,World of Sport,,"MURDOCHMURDOCH: S2-internal, S2-external",3
BRD251,Wellbeing,2014: 'Well Being - University Breadth Unit',"MURDOCHMURDOCH: S1E-internal, S1E-external, S2E-internal, S2E-externalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal, TSA-internal",3
BRD306,Transitions to Post Carbon Society,2015: BRD206,"MURDOCHMURDOCH: S2-internal, S2-external",3
BSC100,Building Blocks for Science Students,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",3
BSC150,What is Science?,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",3
BSC200,Research in the Physical and Life Sciences,2014: 'Bachelor of Science Research Skills Unit',Not available,3
BSC201,"Psychology: Measurement, Design and Analysis",,"MURDOCHMURDOCH: S1-internalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal, TSA-internal",3
BSC203,Introduction to ICT Research Methods,,"MURDOCHMURDOCH: S1-internal, S1-externalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
BSC206,Introduction to Research Methodology and Evidence Based Practice,2014: EXS106,MURDOCHMURDOCH: S2-internal,3
BSC301,Applied Research Skills in ICT,,"MURDOCHMURDOCH: S1-internal, S1-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BSC302,Advanced Quantitative Research Methods,,"MURDOCHMURDOCH: S2-internalDUBAI-ISCDUBAI-ISC: TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal, TSA-internal",3
BSC304,Innovation and Ethics in Science,,"MURDOCHMURDOCH: S1-internal, S1-external",3
BSC306,Research and Evidence Based Practice,,MURDOCHMURDOCH: S1-internal,3
BSL165,Foundations of Business Law,2013: BUS1652013: 'Principles of Commercial Law',"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TMD-internal",3
BSL1651,Foundations of Business Law,,DUBAI-ISCDUBAI-ISC: TMD-internal,3
BSL201,Finance Law,,"MURDOCHMURDOCH: S1-internal, S1-externalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
BSL202,Workplace Law,,"MURDOCHMURDOCH: S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal, TSA-internal",3
BSL203,Marketing and Advertising Law,,"MURDOCHMURDOCH: S1-internal, S1-externalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
BSL204,Tourism and Hospitality Law,,"MURDOCHMURDOCH: S1-internal, S1-externalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
BSL305,Company Law,,"MURDOCHMURDOCH: S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BSL391,Alternative Dispute Resolution,,"MURDOCHMURDOCH: S2K-internal, S2K-externalDUBAI-ISCDUBAI-ISC: TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BUS122,Business in Society,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",3
BUS123,Management in a Global Environment,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",3
BUS124,Global Marketing,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",3
BUS130,Foundational Mathematics for Business,,"DUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",3
BUS1301,Foundational Mathematics for Business,,"DUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",3
BUS140,Introduction to Finance,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",3
BUS145,Principles of Management,,Not available,3
BUS160,Introduction to Accounting,,Not available,3
BUS161,Introduction to Economics,,Not available,3
BUS162,Economics in Society,,Not available,3
BUS163,Introduction to Accounting,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",3
BUS169,Principles of Marketing,,Not available,3
BUS170,Foundations of Accounting,2013: BUS1602013: 'Introduction to Accounting',DUBAI-ISCDUBAI-ISC: TMD-internal,3
BUS1701,Foundations of Accounting,,DUBAI-ISCDUBAI-ISC: TMD-internal,3
BUS171,Foundations of Economics,2013: BUS1612013: 'Introduction to Economics',"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",3
BUS1711,Foundations of Economics,,"DUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",3
BUS176,Foundations of Management and Governance,2013: BUS1452013: 'Principles of Management',DUBAI-ISCDUBAI-ISC: TMD-internal,3
BUS1761,Foundations of Management and Governance,,DUBAI-ISCDUBAI-ISC: TMD-internal,3
BUS183,Foundations of Marketing,2013: BUS1692013: 'Principles of Marketing',"DUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",3
BUS1831,Foundations of Marketing,,"DUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",3
BUS201,Special Topics in Business,2013: 'Special Topics in Commerce',Not available,3
BUS2011,Special Topics in Business,2013: 'Special Topics in Commerce',Not available,3
BUS205,Economics for Global Business,,"MURDOCHMURDOCH: S2-internal, S2-external",3
BUS210,Marketing Research and Analysis,,"MURDOCHMURDOCH: S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BUS211,International Logistics,,"MURDOCHMURDOCH: S1-internal, S1-externalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
BUS212,Introduction to International Finance,,"MURDOCHMURDOCH: S1-internal, S1-external",3
BUS213,International Human Resources Management,,Not available,3
BUS219,International Business,,"MURDOCHMURDOCH: S1-internal, S1-externalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BUS221,Entrepreneurial Strategy,,"MURDOCHMURDOCH: S2-internal, S2-external",6
BUS223,Organisational Theory and Behaviour,,Not available,4
BUS224,Corporate Finance,,Not available,4
BUS225,"Services, Relationship and Retail Marketing",,"MURDOCHMURDOCH: S1-internal, S1-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BUS226,Talent Acquisition,,"MURDOCHMURDOCH: S1-internal, S1-externalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
BUS230,Change Management,,"MURDOCHMURDOCH: S2-internal, S2-external",3
BUS235,Marketing Research and Analysis,,Not available,4
BUS240,Organisation Development and Human Resources Management,,Not available,4
BUS243,Chinese Business,,Not available,4
BUS244,Treasury Management,,Not available,4
BUS267,Work-Based Learning,,MURDOCHMURDOCH: S1-internal (quota of 50 places),3
BUS268,Services Marketing,,Not available,4
BUS272,Changing Economies of Asia,,Not available,4
BUS273,Consumer Behaviour,,Not available,4
BUS284,Comparative Corporate Governance and International Operations,2014: 'Comparative Corporate Governance Structures',"MURDOCHMURDOCH: S1-internal, S1-externalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
BUS285,Technology and Accounting Processes,,"MURDOCHMURDOCH: S1-internal, S1-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BUS286,Corporate Finance,,"MURDOCHMURDOCH: S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BUS287,Management Accounting,,"MURDOCHMURDOCH: S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
BUS288,Treasury Management,,"MURDOCHMURDOCH: S1-internal, S1-externalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
BUS289,Macroeconomics A,,"MURDOCHMURDOCH: S1-internal, S1-externalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BUS291,Microeconomics A,,"MURDOCHMURDOCH: S1-internal, S1-externalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BUS292,Econometrics,,"MURDOCHMURDOCH: S2-internal, S2-externalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
BUS293,Organisational Theory and Behaviour,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal, TSA-internal",3
BUS296,Services Marketing,,Not available,3
BUS297,Principles of Human Resources Management,,Not available,3
BUS298,Organisation Development and Change,,"DUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BUS299,Consumer Behaviour,,"MURDOCHMURDOCH: S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal, TSA-internal",3
BUS300,Professional Internship in International Business,,MURDOCHMURDOCH: S1-internal,9
BUS301,Human Resource Economics,,"MURDOCHMURDOCH: S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
BUS302,Integrated Marketing Communications,,Not available,3
BUS303,Taxation,,"MURDOCHMURDOCH: S1-internal, S1-externalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
BUS304,Accounting Theory and Accountability,,"MURDOCHMURDOCH: S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BUS306,Auditing,,"MURDOCHMURDOCH: S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
