Code,Title,Term,Career,Units,Delivery
EURO8003,The European Union: Regional Integration in Comparative Perspective.,,Postgraduate,6,In Person
NSPO8018,The Evolution of National Security Policy since 1945,First Semester,Postgraduate,6,In Person
INTR8046,The Evolution of the International System,Second Semester,Postgraduate,6,In Person
LAWS8659,The Family in Australian Migration Law,,Postgraduate,6,In Person
HIST2223,The French Revolution and Napoleon,,Undergraduate,6,In Person
HIST6223,The French Revolution and Napoleon,,Postgraduate,6,In Person
CHMD8020,The Future of Food and Human Health,,Postgraduate,6,In Person
LEGM8318,The Future of Legal Practice,,Postgraduate,6,In Person
BUSI7019,The Global Business Environment,,Postgraduate,6,In Person
POGO8213,The Global Trading System,Second Semester,Postgraduate,6,In Person
HIST2214,"The Great War, 1914-1918",,Undergraduate,6,In Person
HIST6214,"The Great War, 1914-1919",,Postgraduate,6,In Person
MEAS8113,The Gulf Strategic Environment,First Semester,Postgraduate,6,In Person
MEAS4113,The Gulf Strategic Environment,First Semester,Undergraduate,6,In Person
LAWS8246,The High Court of Australia,,Postgraduate,6,In Person
ARCH6006,The History of Archaeology: Discovering the Past,Second Semester,Postgraduate,6,In Person
INTR8076,The History of International Thought,First Semester,Postgraduate,6,In Person
LING6529,The History of the English Language,,Postgraduate,6,In Person
LING2104,The History of the English Language,,Undergraduate,6,In Person
BIAN1001,The Human Voyage: Introduction to Biological Anthropology,Second Semester,Undergraduate,6,In Person
CRIM6000,The Illicit Economy,,Postgraduate,6,In Person
CRIM2000,The Illicit Economy,,Undergraduate,6,In Person
INDG3003,The Indigenous Economy,Second Semester,Undergraduate,6,In Person
POLS2117,The International Relations of Latin America,,Undergraduate,6,In Person
WARS2003,The Korean War,,Undergraduate,6,In Person
WARS6088,The Korean War,,Postgraduate,6,In Person
LAWS8125,The Law of Corporate Governance,,Postgraduate,6,In Person
LAWS8184,The Law of International Institutions,,Postgraduate,6,In Person
LAWS4312,The Law of Money,First Semester,Undergraduate,6,In Person
LAWS8401,The Law of Weaponry and Targeting,Summer Session,Postgraduate,6,In Person
ASIA6010,The Making of Modern Japan: From Samurai to Economic Superpower and Beyond,First Semester,Postgraduate,6,In Person
ASIA2009,The Making of Modern Japan: From Samurai to Economic Superpower and Beyond,First Semester,Undergraduate,6,In Person
ASIA6006,The Making of Modern Korea,Second Semester,Postgraduate,6,In Person
ASIA2271,The Making of South Asia,First Semester,Undergraduate,6,In Person
ASIA6271,The Making of South Asia,First Semester,Postgraduate,6,In Person
IDEC8028,The Microeconomics of Development,First Semester,Postgraduate,6,In Person
ASIA2016,The Mongol Empire in World History,,Undergraduate,6,In Person
ASIA6116,The Mongol Empire in World History,,Postgraduate,6,In Person
CLAS6002,"The Myths of Greece and Rome: Mortals, Immortals, and Monsters",First Semester,Postgraduate,6,In Person
CLAS1003,"The Myths of Greece and Rome: Mortals, Immortals, and Monsters",First Semester,Undergraduate,6,In Person
STST8002,The New Power Politics of Asia,First Semester,Postgraduate,6,In Person
ASIA1999,The Origins of Political Order in Asia,First Semester,Undergraduate,6,In Person
BAPA1001,The Origins of Political Order in Asia,Spring Session,Undergraduate,6,In Person
PHIL3075,"The Philosophy of Gender: Knowledge, Power, Bodies",,Undergraduate,6,In Person
PHIL2127,The Philosophy of Time,,Undergraduate,6,In Person
ASIA2275,The Pleasures and Powers of Stories in South and Southeast Asia,Winter Session,Undergraduate,6,In Person
REGN8050,The Policy and Practice of Regulation,Winter Session,Postgraduate,6,In Person
MEAS2105,The Political Economy of the Middle East,Second Semester,Undergraduate,6,In Person
POGO8402,The Political and Institutional Architecture of Public Policy,Second Semester,Postgraduate,6,In Person
ASIA6026,The Politics of China,First Semester,Postgraduate,6,In Person
ASIA2026,The Politics of China,First Semester,Undergraduate,6,In Person
ENGL2117,The Politics of Comedy from the Globe to The Office,,Undergraduate,6,In Person
ENGL6117,The Politics of Comedy from the Globe to The Office,,Postgraduate,6,In Person
POLS3032,The Politics of Empire,,Undergraduate,6,In Person
POLS6100,The Politics of Empire,,Postgraduate,6,In Person
POLS3035,The Politics of International Law,Second Semester,Undergraduate,6,In Person
INTR8043,The Post-Colonial Pacific and Global Change,First Semester,Postgraduate,6,In Person
PHIL2094,The Problem of Free Will,,Undergraduate,6,In Person
HIST6234,The Reach of History: Presenting the past in the public domain,,Postgraduate,6,In Person
HIST2234,The Reach of History: Presenting the past in the public domain,,Undergraduate,6,In Person
STST8052,The Resort to Force: Understanding Military Power,Second Semester,Postgraduate,6,In Person
INTR8020,The Responsibility to Protect,,Postgraduate,6,In Person
ANCH2022,The Rise of the Roman Empire,,Undergraduate,6,In Person
DIPL2001,The Role of Non-State Actors in Asia-Pacific Diplomacy,Second Semester,Undergraduate,6,In Person
DIPL8016,The Role of Non-State Actors in East Asian Diplomacy,Second Semester,Postgraduate,6,In Person
MUSI4401,The Scholar Musician 1,First Semester,Undergraduate,6,In Person
MUSI7003,The Scholar Musician 1,First Semester,Postgraduate,6,In Person
MUSI4402,The Scholar Musician 2,Second Semester,Undergraduate,6,In Person
MUSI8001,The Scholar Musician 2,Second Semester,Postgraduate,6,In Person
PSYC3002,The Social Psychology of Group Processes and Social Change,First Semester,Undergraduate,6,In Person
SPAN2601,The Sounds of Spanish,Second Semester,Undergraduate,6,In Person
SPAN6518,The Sounds of Spanish,Second Semester,Postgraduate,6,In Person
HIST6242,The Soviet Union: From the Russian Revolution to the Collapse of Communism,,Postgraduate,6,In Person
HIST2242,The Soviet Union: From the Russian Revolution to the Collapse of Communism,,Undergraduate,6,In Person
LING6020,The Structure of English,First Semester,Postgraduate,6,In Person
SPAN6514,The Structure of Spanish,First Semester,Postgraduate,6,In Person
SPAN2602,The Structure of Spanish,First Semester,Undergraduate,6,In Person
ENGL2020,"The Text on Stage: Interpreting, Making and Presenting the Play",First Semester,Undergraduate,6,In Person
HIST1215,The Twentieth Century World,Second Semester,Undergraduate,6,In Person
DIPL8008,The United Nations and Peace,Winter Session,Postgraduate,6,In Person
WARS2002,The Vietnam Wars: 1941-1989,Second Semester,Undergraduate,6,In Person
PSYC1005,The Wellbeing Formula: The Science and Practice of Making a Good Life,Second Semester,Undergraduate,6,In Person
ANTH8107,The World Bank and the Organisation of Development,First Semester,Postgraduate,6,In Person
ECHI6009,The World Economy Since 1800,,Postgraduate,6,In Person
ECHI2006,The World Economy Since 1800 (P),,Undergraduate,6,In Person
PSYC6002,The social psychology of group processes and social change,,Postgraduate,6,In Person
FREN3515,The sounds of French: phonetics and pronunciation,Second Semester,Undergraduate,6,In Person
FREN6515,The sounds of French: phonetics and pronunciation,Second Semester,Postgraduate,6,In Person
ANTH2050,Themes in Anthropology,,Undergraduate,6,In Person
CRIM4001,Theories of Crime and Justice,First Semester,Undergraduate,6,In Person
PHIL2020,Theories of Social Justice,Second Semester,Undergraduate,6,In Person
WARS2001,Theories of War: An historical and global perspective,First Semester,Undergraduate,6,In Person
ARTH2164,Theories of the Object,,Undergraduate,6,In Person
ARTH6164,Theories of the Object,,Postgraduate,6,In Person
BIAN4010,Theory Seminar in Biological Anthropology,First Semester,Undergraduate,12,In Person
BIAN8005,Theory Seminar in Biological Anthropology,First Semester,Postgraduate,6,In Person
ANTH4012,Theory and Ethnography in the Analysis of Cultures,First Semester,Undergraduate,12,In Person
COMP3630,Theory of Computation,First Semester,Undergraduate,6,In Person
COMP6363,Theory of Computation,First Semester,Postgraduate,6,In Person
MATH6202,Theory of Partial Differential Equations,Second Semester,Postgraduate,6,In Person
MATH4202,Theory of Partial Differential Equations Honours,Second Semester,Undergraduate,6,In Person
PHYS2020,Thermal and Statistical Physics,First Semester,Undergraduate,6,In Person
DIPL8011,Thesis,First Semester/Second Semester,Postgraduate,24,In Person
ASIA8500,Thesis,First Semester/Second Semester,Postgraduate,12,In Person
INTR8038,Thesis,First Semester/Second Semester,Postgraduate,24,In Person
REGN8008,Thesis,First Semester/Second Semester,Postgraduate,24,In Person
THES4102,Thesis,First Semester/Second Semester,Undergraduate,6,In Person
THES4103,Thesis,First Semester/Second Semester,Undergraduate,6,In Person
THES8102,Thesis,First Semester/Second Semester,Postgraduate,6,In Person
THES4100,Thesis,First Semester/Second Semester,Undergraduate,6,In Person
THES4105,Thesis,First Semester/Second Semester,Undergraduate,6,In Person
THES4502,Thesis,First Semester/Second Semester,Undergraduate,6,In Person
THES8105,Thesis,First Semester/Second Semester,Postgraduate,6,In Person
NSPO8031,Thesis,First Semester/Second Semester,Postgraduate,12,In Person
THES4501,Thesis,First Semester/Second Semester,Undergraduate,6,In Person
THES8100,Thesis,First Semester/Second Semester,Postgraduate,6,In Person
THES8103,Thesis,First Semester/Second Semester,Postgraduate,6,In Person
THES8113,Thesis (Online),First Semester/Second Semester,Postgraduate,6,In Person
INTR8039,Thesis (Part Time),First Semester/Second Semester,Postgraduate,12,In Person
DIPL8017,Thesis (Part-time),First Semester/Second Semester,Postgraduate,12,In Person
STST8071,Thesis - Full-time,First Semester/Second Semester,Postgraduate,24,In Person
STST8162,Thesis - Full-time,Second Semester,Postgraduate,24,In Person
STST8072,Thesis - Part-time,First Semester/Second Semester,Postgraduate,12,In Person
STST8163,Thesis Part-time,Second Semester,Postgraduate,12,In Person
MATH4005,Thesis and Presentations in Mathematics,First Semester/Second Semester,Undergraduate,6,In Person
SCOM4005,Thesis and Seminar in Science Communication,First Semester/Second Semester,Undergraduate,6,In Person
ASIA2040,The Making of Modern Korea,Second Semester,Undergraduate,6,In Person
ARCH3023,Thinking through the past: archaeological theory from 1950,,Undergraduate,6,In Person
MGMT7060,Thought Leadership in Organisations,Second Semester,Postgraduate,6,In Person
TIBN1002,Tibetan 1,First Semester,Undergraduate,6,Online
TIBN6002,Tibetan 1,First Semester,Postgraduate,6,Online
TIBN1003,Tibetan 2,Second Semester,Undergraduate,6,Online
TIBN6003,Tibetan 2,Second Semester,Postgraduate,6,Online
TOKP1002,Tok Pisin 1,First Semester,Undergraduate,6,Online
TOKP6002,Tok Pisin 1,First Semester,Postgraduate,6,Online
TOKP1003,Tok Pisin 2,Second Semester,Undergraduate,6,Online
TOKP6003,Tok Pisin 2,Second Semester,Postgraduate,6,Online
TOKP6101,Tok Pisin 3,First Semester,Postgraduate,6,Online
TOKP2001,Tok Pisin 3,First Semester,Undergraduate,6,Online
TOKP2002,Tok Pisin 4,Second Semester,Undergraduate,6,Online
TOKP6102,Tok Pisin 4,Second Semester,Postgraduate,6,Online
MGMT7170,Tools and Techniques for Business Project Management,First Semester/Autumn Session/Winter Session,Postgraduate,6,In Person
LANG4002,Topics in Advanced Language Studies 1,First Semester/Second Semester,Undergraduate,6,In Person
LANG4003,Topics in Advanced Language Studies 2,First Semester/Second Semester,Undergraduate,6,In Person
LING3126,Topics in Advanced Syntax and Morphology,First Semester,Undergraduate,6,In Person
LING6026,Topics in Advanced Syntax and Morphology,First Semester,Postgraduate,6,In Person
ASIA9051,Topics in Asia and Pacific Research,First Semester/Second Semester,Postgraduate,6,In Person
MATH6201,Topics in Computational Mathematics,First Semester,Postgraduate,6,In Person
MATH4201,Topics in Computational Maths Honours,First Semester,Undergraduate,6,In Person
COMP3710,Topics in Computer Science,First Semester/Second Semester/Spring Session,Undergraduate,6,In Person
ENVS8048,Topics in Environment & Society,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Postgraduate,6,In Person
ECON4476,Topics in Game Theory,Second Semester,Undergraduate,6,In Person
ECON8076,Topics in Game Theory,Second Semester,Postgraduate,6,In Person
BIAN8002,Topics in Human Population Biology/Health,First Semester/Second Semester,Postgraduate,6,In Person
FINM8007,Topics in International Finance,First Semester/Second Semester,Postgraduate,6,In Person
IDEC8123,Topics in International and Development Economics,First Semester,Postgraduate,6,In Person
LING9001,Topics in Linguistics,First Semester/Second Semester,Postgraduate,6,In Person
ECON4401,Topics in Macroeconomics,Second Semester,Undergraduate,6,In Person
ECON8001,Topics in Macroeconomics,Second Semester,Postgraduate,6,In Person
MATH6211,Topics in Mathematical Physics,First Semester,Postgraduate,6,In Person
ECON4421,Topics in Microeconomic Theory,Second Semester,Undergraduate,6,In Person
ECON8021,Topics in Microeconomic Theory,Second Semester,Postgraduate,6,In Person
NEUR8001,Topics in Neuroscience,,Postgraduate,6,In Person
PHIL4012,Topics in Philosophy,First Semester/Second Semester,Undergraduate,6,In Person
MATH6207,Topics in Statistical Science,First Semester,Postgraduate,6,In Person
MATH6206,Topics in Stochastic Analysis,First Semester/Second Semester,Postgraduate,6,In Person
BIAN8011,Topics in hominid palaeobiology,First Semester,Postgraduate,6,In Person
LAWS8142,Tort Liability and Public Authorities,Spring Session,Postgraduate,6,In Person
LAWS4240,Tort liability of government and public authorities,,Undergraduate,6,In Person
LAWS6103,Torts,First Semester,Postgraduate,6,In Person
LAWS1203,Torts,First Semester,Undergraduate,6,In Person
HUMN8033,"Tourism, Heritage and Globalization",Winter Session,Postgraduate,6,In Person
EMDV8017,Toxic: Environmental Pollution and Waste,Second Semester,Postgraduate,6,In Person
LAWS8073,Trade Remedies Law: WTO Law & Domestic Implementation,,Postgraduate,6,In Person
IDEC8009,"Trade, Development and the Asia Pacific Economy",Winter Session,Postgraduate,6,In Person
FINM4017,Trading and Markets,,Undergraduate,6,In Person
FINM8017,Trading and Markets,,Postgraduate,6,In Person
ANTH2005,"Traditional Australian Indigenous Cultures, Societies and Environment",Second Semester,Undergraduate,6,In Person
ANTH6005,"Traditional Australian Indigenous Cultures, Societies and Environment",Second Semester,Postgraduate,6,In Person
