course_name,course_code,meta,meta_second
Technical Examination and Documentation,CUMC90032,"Offered August, 2020","Graduate coursework, 12.5 credit points "
Orchestral Ensembles 2,MUSI10061,"Offered Semester 2, 2020","Undergraduate Level 1, 6.25 credit points "
Facilitating Online Learning,EDUC90970,"Offered June, 2020","Graduate coursework, 12.5 credit points "
World Economic History,ECON90056,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Environmental Geology Field Techniques,GEOL90046,"Offered August, 2020","Graduate coursework, 6.25 credit points "
Random Matrix Theory,MAST90103,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Suzuki Practicum Part 2,MUSI90200,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 12.5 credit points "
Rehabilitation Professional Project,REHB90012,"Offered Semester 1 (Extended), April, Semester 2 (Extended), 2020","Graduate coursework, 25 credit points "
Biological Psychology & Pharmacotherapy,PSYC90016,"Offered Semester 2, 2020","Graduate coursework, 6.25 credit points "
Statistics for Bioinformatics,BINF90001,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Mental Health Disorders in Infancy,PSYT90082,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Graduate Japanese B,JAPN90003,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Mental Health Issues Across the Lifespan,PSYC90010,"Offered Semester 1, 2020","Graduate coursework, 6.25 credit points "
Project in Biomedical Science,BIOM90012,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 12.5 credit points "
Business in Asia,IBUS90005,"Offered March, 2020","Graduate coursework, 12.5 credit points "
Physics Research Project Pt2,PHYC40015,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2020","Undergraduate Level 4, 37.5 credit points "
Theatre Lab 4,DRAM30026,"Offered Semester 2, 2020","Undergraduate Level 3, 37.5 credit points "
International Legal Internship,LAWS70067,"Offered Semester 1, Semester 2, 2020","Graduate coursework Level 7, 12.5 credit points "
Diseases and Dentistry,DENT90112,"Offered Year Long (Extended), 2020","Graduate coursework, 31.25 credit points "
Advanced Organic Synthesis,CHEM90039,"Offered July, 2020","Graduate coursework, 6.25 credit points "
Literacy Across the School Years,EDUC90831,"Offered Term 2, Term 4, 2020","Graduate coursework, 12.5 credit points "
Music Making Laboratory 5,MUSI30231,"Offered Semester 1, 2020","Undergraduate Level 3, 12.5 credit points "
Meat and Meat Products,FOOD90010,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Predictive Analytics,BISY90016,"Offered September, 2020","Graduate coursework, 12.5 credit points "
Advanced Clinical Practice 1,DENT90035,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Inclusive Cities,ABPL90266,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
International Baccalaureate Capstone,EDUC90871,"Offered Term 1, Term 3, 2020","Graduate coursework, 12.5 credit points "
Acting Lab 2,DRAM20024,"Offered Semester 2, 2020","Undergraduate Level 2, 37.5 credit points "
Research Proposal 2,DENT90014,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 12.5 credit points "
Management for Professionals,LAWS70350,"Offered October, 2020","Graduate coursework Level 7, 12.5 credit points "
Corporate Tax A,LAWS70024,"Offered April, Semester 2, 2020","Graduate coursework Level 7, 12.5 credit points "
Forensic Business Processes,ACCT90026,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Responsibilities in Clinical Research,CLRS90013,"Offered August, 2020","Graduate coursework, 12.5 credit points "
Renewable Energy,SCIE90014,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Long Research Project B,FRST90077,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 25 credit points "
Communication in Disease Emergencies,VETS90084,"Offered August, 2020","Graduate coursework, 12.5 credit points "
Environmental Policy,ENST90005,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Legal Research,LAWS50039,"Offered Semester 1, Semester 2, 2020","Graduate coursework Level 5, 12.5 credit points "
Probability and Random Models,ELEN90054,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 12.5 credit points "
Mental Health Science Research Project 1,PSYT90086,"Offered Semester 1, 2020","Graduate coursework, 25 credit points "
Learning Area Economics 1,EDUC90959,"Offered Semester 1 (Early-Start), 2020","Graduate coursework, 12.5 credit points "
Student Conference 3,MEDS90022,"Offered June, 2020","Graduate coursework, 6.25 credit points "
Research Project,MAST90046,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 37.5 credit points "
Graduate Italian B,ITAL90004,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Researching Education Practice (SEC),EDUC90758,"Offered Summer Term, February, July, 2020","Graduate coursework, 12.5 credit points "
Industry Partner project Studio,ABPL30044,"Offered Semester 2, 2020","Undergraduate Level 3, 12.5 credit points "
Independent Research,MULT30015,"Offered Summer Term, Semester 1, Winter Term, Semester 2, 2020","Undergraduate Level 3, 12.5 credit points "
Health Law and Ethics,LAWS90133,"Offered July, 2020","Graduate coursework, 12.5 credit points "
International Policymaking in Practice,POLS90034,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Capstone Studies in Finance,FNCE90062,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 12.5 credit points "
Case Studies in Finance,FNCE90013,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 12.5 credit points "
Dance Technique 6,DNCE30025,"Offered Semester 2 (Early-Start), 2020","Undergraduate Level 3, 12.5 credit points "
Statistical Techniques in Insurance,ACTL90008,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Consumer Behaviour,BUSA90042,"Offered July, 2020","Graduate coursework, 12.5 credit points "
Lightwave Systems,ELEN90059,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Chemistry Research Project Pt 4,CHEM90037,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2020","Graduate coursework, 37.5 credit points "
Technical Studio 1,DPSS20004,"Offered Semester 1, 2020","Undergraduate Level 2, 25 credit points "
Trade Mark Practice,LAWS90035,"Offered June, 2020","Graduate coursework, 12.5 credit points "
Language & Literacy Learning in Children,EDUC90705,"Offered February, 2020","Graduate coursework, 12.5 credit points "
Advanced Methods: Transforms,MAST90067,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Graduate Japanese A,JAPN90002,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
PhD Research,ASIA80001,"Offered Time-based Research, 2020","Doctorate time-based research, 0 credit points "
Software Processes and Management,SWEN90016,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 12.5 credit points "
Graduate French B,FREN90004,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Literacy Assessment and Learning,EDUC90777,"Offered July, 2020","Graduate coursework, 6.25 credit points "
Researching Education Practice,EDUC90926,"Offered Term 1, Term 3, 2020","Graduate coursework, 12.5 credit points "
Translation Studies Thesis Part 1,TRAN90012,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 18.75 credit points "
Research Methods (Screenwriting),FLTV40011,"Offered Semester 1, 2020","Honours, 12.5 credit points "
Science: Supporting Health and Wellbeing,SCIE10003,"Offered Semester 1, 2020","Undergraduate Level 1, 12.5 credit points "
Petroleum Engineering,CHEN90027,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Music Theatre Contextual Studies,MUST10004,"Offered Semester 1, 2020","Undergraduate Level 1, 12.5 credit points "
Designing Living Systems,LARC20001,"Offered Semester 2, 2020","Undergraduate Level 2, 12.5 credit points "
Monetary Economics,ECON40013,"Offered Semester 2, 2020","Honours, 12.5 credit points "
Principles of Employment Law,LAWS70371,"Offered April, August, 2020","Graduate coursework Level 7, 12.5 credit points "
Supply Chain Technologies,MGMT90120,"Offered October, 2020","Graduate coursework, 12.5 credit points "
Music and Health,MUSI40074,"Offered Semester 2, 2020","Honours, 12.5 credit points "
Independent Research,MULT30015,"Offered Summer Term, Semester 1, Winter Term, Semester 2, 2020","Undergraduate Level 3, 12.5 credit points "
Health Law and Ethics,LAWS90133,"Offered July, 2020","Graduate coursework, 12.5 credit points "
International Policymaking in Practice,POLS90034,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Capstone Studies in Finance,FNCE90062,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 12.5 credit points "
Case Studies in Finance,FNCE90013,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 12.5 credit points "
Dance Technique 6,DNCE30025,"Offered Semester 2 (Early-Start), 2020","Undergraduate Level 3, 12.5 credit points "
Statistical Techniques in Insurance,ACTL90008,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Consumer Behaviour,BUSA90042,"Offered July, 2020","Graduate coursework, 12.5 credit points "
Lightwave Systems,ELEN90059,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Chemistry Research Project Pt 4,CHEM90037,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2020","Graduate coursework, 37.5 credit points "
Technical Studio 1,DPSS20004,"Offered Semester 1, 2020","Undergraduate Level 2, 25 credit points "
Trade Mark Practice,LAWS90035,"Offered June, 2020","Graduate coursework, 12.5 credit points "
Language & Literacy Learning in Children,EDUC90705,"Offered February, 2020","Graduate coursework, 12.5 credit points "
Advanced Methods: Transforms,MAST90067,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Graduate Japanese A,JAPN90002,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
PhD Research,ASIA80001,"Offered Time-based Research, 2020","Doctorate time-based research, 0 credit points "
Software Processes and Management,SWEN90016,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 12.5 credit points "
Graduate French B,FREN90004,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Literacy Assessment and Learning,EDUC90777,"Offered July, 2020","Graduate coursework, 6.25 credit points "
Researching Education Practice,EDUC90926,"Offered Term 1, Term 3, 2020","Graduate coursework, 12.5 credit points "
Advanced Corporate Finance,FNCE40001,"Offered Semester 1, 2020","Honours, 12.5 credit points "
Psychosocial Aspects of Palliative Care,NURS90074,"Offered August, 2020","Graduate coursework, 12.5 credit points "
East Timor Field Class,GEOG90025,"Offered March, 2020","Graduate coursework, 12.5 credit points "
Public Relations Management,MKTG90003,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
International Relations Thesis Part 1,ASIA90012,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 18.75 credit points "
Executive Management 3,BUSA90507,"Offered August, 2020","Graduate coursework, 25 credit points "
Cancer Nursing Practice 2,NURS90136,"Offered Semester 2 (Extended), 2020","Graduate coursework, 6.25 credit points "
Learning Area Politics 2,EDUC90966,"Offered Semester 2 (Extended), 2020","Graduate coursework, 12.5 credit points "
Researching Social Work Practice 2,SCWK90058,"Offered Year Long, 2020","Graduate coursework, 12.5 credit points "
Prosthodontics 3,DENT90104,"Offered January, 2020","Graduate coursework, 75 credit points "
Career Planning,DNCE20026,"Offered Semester 2, 2020","Undergraduate Level 2, 6.25 credit points "
Teaching Professionalism in Surgery,MEDS90013,"Offered January, 2020","Graduate coursework, 12.5 credit points "
Reading Dialogue,CWRI40012,"Offered Semester 2, 2020","Honours, 12.5 credit points "
Contemporary Film Theory,SCRN40002,"Offered Semester 1, 2020","Honours, 12.5 credit points "
History and Philosophy of Museums,AHIS90005,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Trade Policy Politics & Governance,POLS90012,"Offered March, 2020","Graduate coursework, 12.5 credit points "
The Book: Late Antiquity to Renaissance,AHIS40019,"Offered Semester 2, 2020","Honours, 12.5 credit points "
Physiotherapy Theory and Practice 1,PHTY90095,"Offered Semester 1 (Early-Start), 2020","Graduate coursework, 18.75 credit points "
Major Project (Jazz & Improvisation),MUSI40082,"Offered Year Long, 2020","Honours, 68.75 credit points "
Learning Area Environmental Science 2,EDUC90964,"Offered Semester 2 (Extended), 2020","Graduate coursework, 12.5 credit points "
Risk Theory I,ACTL40002,"Offered Semester 1, 2020","Honours, 12.5 credit points "
Language Curriculum Design,LING90007,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Urban Design Studio B,ABPL90273,"Offered Semester 2, 2020","Graduate coursework, 25 credit points "
Introduction to the IB,EDUC90333,"Offered Term 1, Term 3, 2020","Graduate coursework, 12.5 credit points "
Cooperation and Conflict in World Trade,ECON90025,"Offered March, August, 2020","Graduate coursework, 12.5 credit points "
International Political Economy,POLS90026,"Offered July, 2020","Graduate coursework, 12.5 credit points "
Communicating Agricultural Sciences,AGRI90086,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Guitar Ensemble 3,MUSI20089,"Offered Semester 1, 2020","Undergraduate Level 2, 6.25 credit points "
The Student as Learner,EDUC90830,"Offered Term 1, Term 3, Semester 2 (Extended), 2020","Graduate coursework, 12.5 credit points "
Marketing Communications Thesis Part 1,MECM90032,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 18.75 credit points "
Special Needs Dentistry 2,DENT90106,"Offered January, 2020","Graduate coursework, 75 credit points "
"Diversity, Inclusion and Transitions",EDUC90640,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Biomedicine Research Project Part 1,MEDI40014,"Offered Semester 1, 2020","Honours, 25 credit points "
Water and Waste Water Management,ENEN90029,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Alternative Dispute Resolution,LAWS70018,"Offered December, 2020","Graduate coursework Level 7, 12.5 credit points "
Music Performance 6,MUSI30218,"Offered Semester 1, Semester 2, 2020","Undergraduate Level 3, 12.5 credit points "
Conservation Assessment and Treatment 1,CUMC90030,"Offered October, 2020","Graduate coursework, 12.5 credit points "
Internship II,MGMT90131,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 25 credit points "
Knowledge Practices 1,CWRI10002,"Offered Semester 1, 2020","Undergraduate Level 1, 12.5 credit points "
Renaissance Drama,ENGL40024,"Offered Semester 2, 2020","Honours, 12.5 credit points "
