code,title,credit,location,area
PLAN6000,Planning with Indigenous Peoples,6,Sydney,Planning and Urban Development
PLAN7140,Land & Environment Law,6,Sydney,Planning and Urban Development
PLAN7141,Land Use Policy and Practice,6,Sydney,Planning and Urban Development
PLAN7142,City Equity & Wellbeing,6,Sydney,Planning and Urban Development
PLAN7143,Urban Design,6,Sydney,Planning and Urban Development
PLAN7145,City Building - Infrastructure Planning,6,Sydney,Planning and Urban Development
PLAN7146,"City Economics, Urban Development and Finance",6,Sydney,Planning and Urban Development
PLAN7147,Planning Techniques & Analysis,6,Sydney,Planning and Urban Development
PLAN7148,Strategic Spatial Planning,6,Sydney,Planning and Urban Development
PLAN7149,Planning Thesis,12,Sydney,Planning and Urban Development
PLAN7156,Housing Policy and Finance,6,Sydney,Planning and Urban Development
PLAN7157,Engaging Communities,6,Sydney,Planning and Urban Development
PLAN7320,Housing Management and Markets,6,Sydney,Planning and Urban Development
PLAN7321,Implementing Urban Regeneration Projects,6,Sydney,Planning and Urban Development
PLTX1020,Skills in Practice,6,Sydney,Practical Legal Training Program
PLTX1040,Values in Practice,6,Sydney,Practical Legal Training Program
PLTX1060,Litigation Practice,6,Sydney,Practical Legal Training Program
PLTX1080,Transactional Practice,6,Sydney,Practical Legal Training Program
PLTX1120,Administrative Law Practice,3,Sydney,Practical Legal Training Program
PLTX1150,Banking and Finance,3,Sydney,Practical Legal Training Program
PLTX1180,Criminal Law Practice,3,Sydney,Practical Legal Training Program
PLTX1210,Family Law Practice,3,Sydney,Practical Legal Training Program
PLTX1240,Employment and Industrial Relations Practice,3,Sydney,Practical Legal Training Program
PLTX1270,Wills and Estates Practice,3,Sydney,Practical Legal Training Program
PLTX1300,Workplace Experience 1,6,Sydney,Practical Legal Training Program
PLTX2020,Workplace Experience 2,6,Sydney,Practical Legal Training Program
PLTX2040,Practicum,6,Sydney,Practical Legal Training Program
POLS5100,International Relations Internship,6,Sydney,Politics and International Relations
POLS5102,Key Issues in Australian Foreign Policy,6,Sydney,Politics and International Relations
POLS5120,Global Politics: The Globalisation of World Politics,6,Sydney,Politics and International Relations
POLS5121,International Organisations and Global Politics,6,Sydney,Politics and International Relations
POLS5122,The International Political Economy,6,Sydney,Politics and International Relations
POLS5125,The Politics of International Law,6,Sydney,Politics and International Relations
POLS5127,China and Asia-Pacific Security,6,Sydney,Politics and International Relations
POLS5129,The Foreign Policies of the Great Powers,6,Sydney,Politics and International Relations
POLS5130,International Peace and Security,6,Sydney,Politics and International Relations
POLS5131,"Insurgency, Terrorism and Political Violence",6,Sydney,Politics and International Relations
POLS5132,Gender in Global Politics,6,Sydney,Politics and International Relations
POLS5161,Developing Countries and the International System,6,Sydney,Politics and International Relations
POLS8301,Masters Program by Coursework and Research Full-Time,12,Sydney,Politics and International Relations
POLS8302,Masters Program by Coursework and Research Part-Time,6,Sydney,Politics and International Relations
POLY3000,Polymer Science,6,Sydney,Polymer Science
PPEC1001,"Introduction to Politics, Philosophy and Economics",6,Sydney,"Philosophy, Politics and Economics"
PPEC2001,Politics and the Market,6,Sydney,"Philosophy, Politics and Economics"
PSCY9901,Law and Mental Health,6,Sydney,Psychiatry - PH/POW
PSCY9904,"Administration, Institutions and Services",6,Sydney,Psychiatry - PH/POW
PSCY9911,"Mental Disorders, Personality Disorders & Crime",6,Sydney,Psychiatry - PH/POW
PSCY9912,Substance Abuse Unusual Behaviours and Special Group,6,Sydney,Psychiatry - PH/POW
PSCY9914,"Families, Children and Adolescents",6,Sydney,Psychiatry - PH/POW
PSYC1001,Psychology 1A,6,Sydney,Psychology
PSYC1011,Psychology 1B,6,Sydney,Psychology
PSYC1021,Introduction to Psychological Applications,6,Sydney,Psychology
PSYC1022,The Psychology of Addiction,6,Sydney,Psychology
PSYC1023,Abnormal Psychology,6,Sydney,Psychology
PSYC1024,"Clinical Perspectives on Anxiety, Mood and Stress",6,Sydney,Psychology
PSYC1025,Psychology of Work,6,Sydney,Psychology
PSYC1027,"Forensic Psychology: Crime, Courts and Corrections",6,Sydney,Psychology
PSYC1028,Psychology of Human Centred Design,6,Sydney,Psychology
PSYC1031,Psychological Science of Resilience,6,Sydney,Psychology
PSYC1062,Psychological Science of Wellbeing,6,Sydney,Psychology
PSYC1111,Measuring Mind and Behaviour,6,Sydney,Psychology
PSYC2001,Research Methods 2,6,Sydney,Psychology
PSYC2061,Social and Developmental Psychology,6,Sydney,Psychology
PSYC2071,Perception and Cognition,6,Sydney,Psychology
PSYC2081,Learning and Physiological Psychology,6,Sydney,Psychology
PSYC2101,"Assessment, Personality and Psychopathology",6,Sydney,Psychology
PSYC3001,Research Methods 3,6,Sydney,Psychology
PSYC3011,Research and Applications of Psychology,6,Sydney,Psychology
PSYC3051,Physiological Psychology,6,Sydney,Psychology
PSYC3121,Social Psychology,6,Sydney,Psychology
PSYC3211,Cognitive Science,6,Sydney,Psychology
PSYC3221,Vision and Brain,6,Sydney,Psychology
PSYC3241,Psychobiology of Memory and Motivation,6,Sydney,Psychology
PSYC3301,Psychology and Law,6,Sydney,Psychology
PSYC3311,Language and Cognition,6,Sydney,Psychology
PSYC3331,Health Psychology,6,Sydney,Psychology
PSYC3341,Developmental Psychology,6,Sydney,Psychology
PSYC3361,Psychology Research Internship,6,Sydney,Psychology
PSYC3371,Multivariate Data Analysis for Psychology,6,Sydney,Psychology
PSYC4072,Psychology Honours Research Project 6 Units of Credit,6,Sydney,Psychology
PSYC4073,Psychology Honours Research Project 12 Units of Credit,12,Sydney,Psychology
PSYC4093,Psychology 4A (12 UOC),12,Sydney,Psychology
PSYC4103,Psychology 4B (6 UOC),6,Sydney,Psychology
PSYC5001,Introduction to Psychology 1,6,Sydney,Psychology
PSYC5002,Introduction to Psychology 2,6,Sydney,Psychology
PSYC5003,Data Analysis and Methods of Psychological Inquiry,6,Sydney,Psychology
PSYC5004,Advanced Data Analysis and Methods of Psychological Inquiry,6,Sydney,Psychology
PSYC5005,Behavioural Neuroscience,6,Sydney,Psychology
PSYC5006,Psychology Across the Lifespan,6,Sydney,Psychology
PSYC5007,"The Individual, Culture and Society",6,Sydney,Psychology
PSYC5008,Perception and Cognition,6,Sydney,Psychology
PSYC5009,Abnormal Psychology,6,Sydney,Psychology
PSYC5010,"Psychological Assessment, Ethics, and Professional Skills",6,Sydney,Psychology
PSYC7000,Research and Evaluation Methods,6,Sydney,Psychology
PSYC7001,Psychological Assessment 1,6,Sydney,Psychology
PSYC7204,Adult and Child Clinical Psychology 2,6,Sydney,Psychology
PSYC7210,Clinical Neuropsychology,6,Sydney,Psychology
PSYC7212,Adult and Child Clinical Psychology 1,6,Sydney,Psychology
PSYC7220,Psychology of Health and Illness,6,Sydney,Psychology
PSYC7221,Experimental and Clinical Psychology,6,Sydney,Psychology
PSYC7222,Advanced Topics in Clinical Psychology,6,Sydney,Psychology
PSYC7223,Professional and Ethical Practice (Clinical) 1,6,Sydney,Psychology
PSYC7224,Professional and Ethical Practice (Clinical) 2,6,Sydney,Psychology
PSYC7225,Professional and Ethical Practice (Clinical) 3,6,Sydney,Psychology
PSYC7226,Professional and Ethical Practice (Clinical) 4,6,Sydney,Psychology
PSYC7227,Research Thesis (Clinical) 1,12,Sydney,Psychology
PSYC7228,Research Thesis (Clinical) 2,12,Sydney,Psychology
PSYC7230,Research Thesis (Clinical),6,Sydney,Psychology
PSYC7400,Interventions in Forensic Psychology 1,6,Sydney,Psychology
PSYC7401,Interventions in Forensic Psychology 2,6,Sydney,Psychology
PSYC7402,Applications of Forensic Psychology,6,Sydney,Psychology
PSYC7403,Experimental Psychology and Law,6,Sydney,Psychology
PSYC7409,Professional and Ethical Practice (Forensic) 1,6,Sydney,Psychology
PSYC7410,Professional and Ethical Practice (Forensic) 2,6,Sydney,Psychology
PSYC7411,Professional and Ethical Practice (Forensic) 3,6,Sydney,Psychology
PSYC7412,Professional and Ethical Practice (Forensic) 4,6,Sydney,Psychology
PSYC7413,Research Thesis (Forensic) 1,12,Sydney,Psychology
PSYC7414,Research Thesis (Forensic) 2,12,Sydney,Psychology
PSYC7415,Research Thesis (Forensic),6,Sydney,Psychology
PSYC7416,Professional and Ethical Practice (Forensic) 2 (3 Units of Credit),3,Sydney,Psychology
PSYC7417,Professional and Ethical Practice (Forensic) 3 (3 Units of Credit),3,Sydney,Psychology
PSYC7418,Professional and Ethical Practice (Forensic) 4 (3 Units of Credit),3,Sydney,Psychology
PSYC8000,Research Thesis Psychology Full-Time,12,Sydney,Psychology
PSYC8001,Part-Time Research Thesis Psychology,6,Sydney,Psychology
PTRL2010,Business Practices in the Petroleum Industry,6,Sydney,Petroleum Engineering
PTRL2019,Reservoir Engineering A,6,Sydney,Petroleum Engineering
PTRL2020,Petrophysics,6,Sydney,Petroleum Engineering
PTRL2030,Field Development Geology,6,Sydney,Petroleum Engineering
PTRL2114,Petroleum Geophysics,6,Sydney,Petroleum Engineering
PTRL3001,Reservoir Engineering B,6,Sydney,Petroleum Engineering
PTRL3015,Well Drilling Equipment and Operations,6,Sydney,Petroleum Engineering
PTRL3022,Design Project for Petroleum Engineers,6,Sydney,Petroleum Engineering
PTRL3025,Petroleum Economics,6,Sydney,Petroleum Engineering
PTRL3030,Reservoir Characterisation,6,Sydney,Petroleum Engineering
PTRL3040,Numerical Reservoir Simulation,6,Sydney,Petroleum Engineering
PTRL3050,Well Pressure Testing,6,Sydney,Petroleum Engineering
PTRL4010,Integrated Oil and Gas Field Evaluation A,6,Sydney,Petroleum Engineering
PTRL4011,Integrated Oil/Gas Field Evaluation B (Thesis),6,Sydney,Petroleum Engineering
PTRL4012,Enhanced Oil and Gas Recovery,6,Sydney,Petroleum Engineering
PTRL4017,Well Technology,6,Sydney,Petroleum Engineering
PTRL4020,Natural Gas Engineering,6,Sydney,Petroleum Engineering
PTRL4021,Petroleum Production Engineering,6,Sydney,Petroleum Engineering
PTRL4024,Drilling Fluids and Cementing,6,Sydney,Petroleum Engineering
PTRL4951,Research Thesis A,4,Sydney,Petroleum Engineering
PTRL4952,Research Thesis B,4,Sydney,Petroleum Engineering
PTRL4953,Research Thesis C,4,Sydney,Petroleum Engineering
PTRL5003,Well Pressure Testing,6,Sydney,Petroleum Engineering
PTRL5004,Numerical Reservoir Simulation,6,Sydney,Petroleum Engineering
PTRL5005,Design Project for Petroleum Engineers,6,Sydney,Petroleum Engineering
PTRL5006,Field Development Geology,6,Sydney,Petroleum Engineering
PTRL5007,Fundamentals of Reservoir Engineering B,6,Sydney,Petroleum Engineering
PTRL5008,Petroleum Production Economics,6,Sydney,Petroleum Engineering
PTRL5009,Well Drilling Equipment and Operations,6,Sydney,Petroleum Engineering
PTRL5010,Natural Gas Engineering,6,Sydney,Petroleum Engineering
PTRL5011,Petroleum Production Engineering,6,Sydney,Petroleum Engineering
PTRL5012,Enhanced Oil and Gas Recovery,6,Sydney,Petroleum Engineering
PTRL5014,Petroleum Geophysics,6,Sydney,Petroleum Engineering
PTRL5016,Well Completions and Stimulation,6,Sydney,Petroleum Engineering
PTRL5019,Fundamentals of Reservoir Engineering A,6,Sydney,Petroleum Engineering
PTRL5021,Reservoir Characterisation,6,Sydney,Petroleum Engineering
PTRL5022,Drilling Systems Design and Optimisation,6,Sydney,Petroleum Engineering
PTRL5024,Drilling Fluids and Cementing Techniques,6,Sydney,Petroleum Engineering
PTRL5100,Geomechanics A,6,Sydney,Petroleum Engineering
PTRL5101,Petroleum Geomechanics B,6,Sydney,Petroleum Engineering
PTRL5102,Digital Core Analysis,6,Sydney,Petroleum Engineering
PTRL5107,Petrophysics,6,Sydney,Petroleum Engineering
PTRL5119,Geothermal Engineering,6,Sydney,Petroleum Engineering
PTRL6001,Reservoir Engineering 1,6,Sydney,Petroleum Engineering
PTRL6003,Well Pressure Testing,6,Sydney,Petroleum Engineering
PTRL6004,Numerical Reservoir Simulation,6,Sydney,Petroleum Engineering
PTRL6006,Introduction to Field Development Geology,6,Sydney,Petroleum Engineering
PTRL6007,Reservoir Engineering 2,6,Sydney,Petroleum Engineering
PTRL6009,Well Drilling Equipment and Operations,6,Sydney,Petroleum Engineering
PTRL6012,"Drilling Mud - Formulation, Selection and Maintenance",6,Sydney,Petroleum Engineering
PTRL6014,Petroleum Geophysics,6,Sydney,Petroleum Engineering
PTRL6016,Well Completions and Stimulation,6,Sydney,Petroleum Engineering
PTRL6021,Reservoir Characterisation,6,Sydney,Petroleum Engineering
PTRL6025,Well Control and Blowout Prevention,6,Sydney,Petroleum Engineering
PTRL6027,Casing Design and Cementing,6,Sydney,Petroleum Engineering
PTRL6028,Practical Aspects of Well Planning and Drilling Cost Estimates,6,Sydney,Petroleum Engineering
PTRL6029,Directional Horizontal and Multilateral Drilling,6,Sydney,Petroleum Engineering
PTRL6032,Coal Seam Gas Engineering,6,Sydney,Petroleum Engineering
PTRL6107,Formation Evaluation,6,Sydney,Petroleum Engineering
PTRL9451,Masters Project A,4,Sydney,Petroleum Engineering
PTRL9452,Masters Project B,4,Sydney,Petroleum Engineering
PTRL9453,Masters Project C,4,Sydney,Petroleum Engineering
PTRL6100,Full-Time Research Thesis Petroleum Engineering Studies,12,Sydney,Petroleum Engineering
PTRL6101,Part-Time Research Thesis Petroleum Engineering Studies,6,Sydney,Petroleum Engineering
REGZ9000,University Orientation and Study Skills (UPP) 1,3,Sydney,Registrar's Division
REGZ9070,UPP Mathematics Skills,6,Sydney,Registrar's Division
REGZ9072,UPP Mathematics Skills 2,6,Sydney,Registrar's Division
REGZ9073,UPP Mathematics Skills 3,6,Sydney,Registrar's Division
REGZ9075,Academic Skills 1,6,Sydney,Registrar's Division
REGZ9076,Academic Skills 2,6,Sydney,Registrar's Division
REGZ9077,Social Science Skills 1,6,Sydney,Registrar's Division
REGZ9078,Social Science Skills 2,6,Sydney,Registrar's Division
REGZ9255,University Orientation and Study Skills (UPP) 2,6,Sydney,Registrar's Division
REST0001,Property Performance Analysis,6,Sydney,Real Estate
REST0004,Property Investment and Finance,6,Sydney,Real Estate
REST0005,Property Valuation,6,Sydney,Real Estate
REST0006,Property Development and Feasibility Analysis,6,Sydney,Real Estate
REST0007,Asset and Facilities Management,6,Sydney,Real Estate
REST0010,Property Industry Application,6,Sydney,Real Estate
REST0018,Research Project,12,Sydney,Real Estate
REST0019,Real Property Law,6,Sydney,Real Estate
REST0022,Building Analytics,6,Sydney,Real Estate
RISK2001,Fundamentals of Risk and Risk Management,6,Sydney,Risk Management
RISK2002,Risk Analytics,6,Sydney,Risk Management
RISK3003,Risk Decision Analytics,6,Sydney,Risk Management
RISK3009,Risk Management Strategies,6,Sydney,Risk Management
RISK5001,Fundamentals of Risk and Risk Management,6,Sydney,Risk Management
RISK5002,Risk Tools,6,Sydney,Risk Management
RISK5003,Risk Decisions,6,Sydney,Risk Management
RISK5009,Risk Management Strategies,6,Sydney,Risk Management
SCIF1004,Science and the Cinema,6,Sydney,Faculty of Science
SCIF1111,Perspectives in Medical Science,6,Sydney,Faculty of Science
SCIF1131,Introductory Skills for Science,6,Sydney,Faculty of Science
SCIF2041,Research Internship A,6,Sydney,Faculty of Science
SCIF2199,Science Work Placement,6,Sydney,Faculty of Science
SCIF3041,Research Internship B,6,Sydney,Faculty of Science
SCIF3900,Sustainable Tourism in Regional Australia,6,Sydney,Faculty of Science
SCIF7000,Advanced Communication Skills in Science,6,Sydney,Faculty of Science
SCIF7010,Leading Science for Impact,6,Sydney,Faculty of Science
SENG2011,Workshop on Reasoning about Programs,6,Sydney,Software Engineering
SENG2021,Requirements and Design Workshop,6,Sydney,Software Engineering
SENG3011,Software Engineering Workshop 3,6,Sydney,Software Engineering
SENG4920,Ethics and Management,6,Sydney,Software Engineering
SLSP8301,Masters Program by Coursework and Research Full-Time,12,Sydney,Social Science and Policy
SLSP8302,Masters Program by Coursework and Research  Part-Time,6,Sydney,Social Science and Policy
SOCA8302,Masters Program by Coursework and Research Part-Time,6,Sydney,Sociology and Anthropology
SOCF5102,Selected Practice Frameworks,12,Sydney,Social Work
SOCF5103,Research Issues in Counselling Social Work,6,Sydney,Social Work
SOCF5104,Counselling Practice A,6,Sydney,Social Work
SOCF5108,Therapeutic Contexts and Relationships,6,Sydney,Social Work
SOCF5109,Family Inclusive Practice,6,Sydney,Social Work
SOCF5110,Professional Practice Research Project,6,Sydney,Social Work
SOCF5112,Complex Practice Issues,12,Sydney,Social Work
SOCW1001,Introduction to Social Work,6,Sydney,Social Work
SOCW1004,"Lifespan, Health and Resilience",6,Sydney,Social Work
SOCW2003,Introduction to Social Work Counselling and Assessment,6,Sydney,Social Work
SOCW2006,Social Work Practice - Community Work,6,Sydney,Social Work
SOCW2008,"Culture, Identity and Diversity",6,Sydney,Social Work
SOCW2009,"Social Work Counselling with Individuals, Families and Groups",6,Sydney,Social Work
SOCW2100,Aboriginal People and Social Work,6,Sydney,Social Work
SOCW3006,Socio-Legal Practice in Social Work Settings,6,Sydney,Social Work
SOCW3009,Ethics and Reflective Practice,6,Sydney,Social Work
SOCW3010,Organisational Practice,6,Sydney,Social Work
SOCW3012,Social Work Practice Level 3 Placement A,12,Sydney,Social Work
SOCW3013,Social Work Practice Level 3 Placement B,6,Sydney,Social Work
SOCW4003,Advanced Social Work Practice Methods,6,Sydney,Social Work
SOCW4011,Evidence and Practice Based Research,6,Sydney,Social Work
SOCW4012,Social Work Practice in Mental Health and Trauma,6,Sydney,Social Work
SOCW4013,Child and Family Welfare Practice,6,Sydney,Social Work
SOCW4015,Honours Research Thesis,6,Sydney,Social Work
SOCW4016,Social Work Honours Advanced Practice Portfolio,6,Sydney,Social Work
SOCW4017,Social Work Practice Level 4 Placement A,6,Sydney,Social Work
SOCW4018,Social Work Practice Level 4 Placement B,12,Sydney,Social Work
SOCW7851,Community Development,6,Sydney,Social Work
SOCW7852,Politics of International Aid,6,Sydney,Social Work
SOCW7855,Rights-Based Project Design and Evaluation,6,Sydney,Social Work
SOCW7857,Refugees and Forced Migration,6,Sydney,Social Work
SOCW9001,DSW Thesis Full Time,12,Sydney,Social Work
SOCW9501,DSW Thesis Part Time,6,Sydney,Social Work
SOLA1070,Sustainable Energy,6,Sydney,Photovoltaics and Solar Energy
SOLA2051,Project in Photovoltaics and Renewable Energy 1,6,Sydney,Photovoltaics and Solar Energy
SOLA2060,Introduction to Electronic Devices,6,Sydney,Photovoltaics and Solar Energy
SOLA2540,Applied Photovoltaics,6,Sydney,Photovoltaics and Solar Energy
SOLA3010,Low Energy Buildings and Photovoltaics,6,Sydney,Photovoltaics and Solar Energy
SOLA3020,Photovoltaic Technology and Manufacturing,6,Sydney,Photovoltaics and Solar Energy
SOLA3507,Solar Cells,6,Sydney,Photovoltaics and Solar Energy
SOLA4012,Photovoltaic Systems Design,6,Sydney,Photovoltaics and Solar Energy
SOLA4951,Research Thesis A,4,Sydney,Photovoltaics and Solar Energy
SOLA4952,Research Thesis B,4,Sydney,Photovoltaics and Solar Energy
SOLA4953,Research Thesis C,4,Sydney,Photovoltaics and Solar Energy
SOLA5050,Renewable Energy Policy,6,Sydney,Photovoltaics and Solar Energy
SOLA5051,Life Cycle Assessment,6,Sydney,Photovoltaics and Solar Energy
SOLA5052,Biomass,6,Sydney,Photovoltaics and Solar Energy
SOLA5053,Wind Energy Converters,6,Sydney,Photovoltaics and Solar Energy
SOLA5056,Sustainable Energy for Developing Countries,6,Sydney,Photovoltaics and Solar Energy
SOLA5057,Energy Efficiency,6,Sydney,Photovoltaics and Solar Energy
SOLA3010,Low Energy Buildings and Photovoltaics,6,Sydney,Photovoltaics and Solar Energy
SOLA3020,Photovoltaic Technology and Manufacturing,6,Sydney,Photovoltaics and Solar Energy
SOLA3507,Solar Cells,6,Sydney,Photovoltaics and Solar Energy
SOLA4012,Photovoltaic Systems Design,6,Sydney,Photovoltaics and Solar Energy
SOLA5050,Renewable Energy Policy,6,Sydney,Photovoltaics and Solar Energy
SOLA5052,Biomass,6,Sydney,Photovoltaics and Solar Energy
SOLA5053,Wind Energy Converters,6,Sydney,Photovoltaics and Solar Energy
SOLA5056,Sustainable Energy for Developing Countries,6,Sydney,Photovoltaics and Solar Energy
SOLA5057,Energy Efficiency,6,Sydney,Photovoltaics and Solar Energy
SOLA9001,Photovoltaics,6,Sydney,Photovoltaics and Solar Energy
SOLA9101,Advanced Photovoltaics,6,Sydney,Photovoltaics and Solar Energy
SOLA9102,Advanced Solar Cell Characterisation,6,Sydney,Photovoltaics and Solar Energy
SOLA9103,Renewable Energy System Modelling & Analysis,6,Sydney,Photovoltaics and Solar Energy
SOLA9104,Hybrid Renewable Energy Systems,6,Sydney,Photovoltaics and Solar Energy
SOLA9120,Advanced Photovoltaic Manufacturing,6,Sydney,Photovoltaics and Solar Energy
SOLA9451,Masters Project A,4,Sydney,Photovoltaics and Solar Energy
SOLA9452,Masters Project B,4,Sydney,Photovoltaics and Solar Energy
SOLA9453,Masters Project C,4,Sydney,Photovoltaics and Solar Energy
SOMS1501,Inside the Criminal Mind,6,Sydney,Medical Science
SOMS3001,School of Medical Sciences Research Internship,6,Sydney,Medical Science
SOMS3050,"Industry Engagement, Problem-solving and Employment Skills",6,Sydney,Medical Science
SOMS3232,Cellular Mechanisms of Health and Disease,6,Sydney,Medical Science
SOMS4884,School of Medical Sciences Honours Part-Time,8,Sydney,Medical Science
SOMS4888,School of Medical Sciences Honours (Full Time) (UG),16,Sydney,Medical Science
SOSS1000,Policy and Society,6,Sydney,Social Sciences
SOSS1001,Social Research and Society,6,Sydney,Social Sciences
SOSS2001,Qualitative Social Research,6,Sydney,Social Sciences
SOSS3001,Quantitative Social Research,6,Sydney,Social Sciences
SOSS3002,Social Research and Policy Project,6,Sydney,Social Sciences
SOSS3003,Policy Analysis,6,Sydney,Social Sciences
SOSS3006,Social Research and Policy in the Workplace,6,Sydney,Social Sciences
SOSS9000,PhD Thesis Social Sciences Full Time,12,Sydney,Social Sciences
SOSS9050,PhD Thesis Social Sciences Part Time,6,Sydney,Social Sciences
SPRC9000,PhD Thesis SPRC Full-Time,12,Sydney,Social Policy
SPRC9050,PhD Thesis SPRC Part-Time,6,Sydney,Social Policy
SRAP4051,Social Research and Policy Honours,6,Sydney,Social Research and Policy
SRAP4052,Social Research and Policy Honours,12,Sydney,Social Research and Policy
SRAP4053,Social Research and Policy Honours,18,Sydney,Social Research and Policy
SRAP5001,Policy Analysis,6,Sydney,Social Research and Policy
SRAP5018,"Power, Politics and Policy",6,Sydney,Social Research and Policy
SRAP5021,"Policy, Advocacy and Activism in the Digital Age",6,Sydney,Social Research and Policy
SRAP5101,Research Methods and Project Design,6,Sydney,Social Research and Policy
SRAP5102,"Theory, Ethics and Research Impact",6,Sydney,Social Research and Policy
SRAP5103,Research Report,6,Sydney,Social Research and Policy
SRAP5106,Academic Writing in the Social Sciences,6,Sydney,Social Research and Policy
SRAP5107,Research Project,6,Sydney,Social Research and Policy
SRAP9001,DPPG Thesis Full Time,12,Sydney,Social Research and Policy
SRAP9501,DPPG Thesis Part Time,6,Sydney,Social Research and Policy
STAM9000,PhD Thesis Arts and Media Full Time,12,Sydney,Arts and Media
STAM9050,PhD Thesis Arts and Media Part Time,6,Sydney,Arts and Media
SURG9005,Postgraduate Program Surgery (St George),12,Sydney,Surgery - PH/POW
SURG9006,Postgraduate Program Surgery Part-Time (St George),6,Sydney,Surgery - PH/POW
SURG9007,Postgraduate Program Surgery Full-Time (St Vincents),12,Sydney,Surgery - PH/POW
SURG9008,Postgraduate Program Surgery Part-Time (St Vincents),6,Sydney,Surgery - PH/POW
SUSD0001,Sustainable Development and the Urban Environment,6,Sydney,Sustainable Development
SUSD0002,Building Ecology and Life Cycle Thinking,6,Sydney,Sustainable Development
SUSD0003,Energy and the Built Environment,6,Sydney,Sustainable Development
SUSD0004,Sustainability and Habitability,6,Sydney,Sustainable Development
SUSD0007,Integrated Design Studio,12,Sydney,Sustainable Development
SUSD0010,Managing the Sustainable Built Environment,6,Sydney,Sustainable Development
SUSD0015,Graduate Research Project,12,Sydney,Sustainable Development
SUSD0016,Sustainable Infrastructure,6,Sydney,Sustainable Development
SWCH9001,Basic Reproductive Physiology,6,Sydney,Women & Children's Health
SWCH9002,Contraception,6,Sydney,Women & Children's Health
SWCH9003,Clinical Reproductive Endocrinology,6,Sydney,Women & Children's Health
SWCH9004,Clinical Reproductive Medicine 1,6,Sydney,Women & Children's Health
SWCH9005,Clinical Reproductive Medicine 2,6,Sydney,Women & Children's Health
SWCH9006,Laboratory Aspects of ART,6,Sydney,Women & Children's Health
SWCH9007,Menopause,6,Sydney,Women & Children's Health
SWCH9009,Ethics and Law In Reproductive Medicine,6,Sydney,Women & Children's Health
SWCH9011,"Reproductive, Perinatal Epidemiology and Biostatistics",6,Sydney,Women & Children's Health
SWCH9012,The Impact of Infections on Reproductive Health,6,Sydney,Women & Children's Health
SWCH9013,Common Gynaecological & Urogynaecological Conditions,6,Sydney,Women & Children's Health
SWCH9014,Antenatal Care,6,Sydney,Women & Children's Health
SWCH9015,Children's & Adolescent Gynaecology,6,Sydney,Women & Children's Health
SWCH9016,Cancer in Women,6,Sydney,Women & Children's Health
SWCH9017,Applied Reproductive Anatomy and Physiology,6,Sydney,Women & Children's Health
SWCH9018,Male Fertility,6,Sydney,Women & Children's Health
SWCH9019,Research Project in Reproductive or Women's Health,6,Sydney,Women & Children's Health
SWCH9031,Postnatal Care of the Mother and Her Baby,6,Sydney,Women & Children's Health
SWCH9032,Perinatal Psychology,6,Sydney,Women & Children's Health
TABL1710,Business and the Law,6,Sydney,Taxation and Business Law
TABL2712,Business Ethics and the Law,6,Sydney,Taxation and Business Law
TABL2731,Marketing and Distribution Law,6,Sydney,Taxation and Business Law
TABL2741,Business Entities,6,Sydney,Taxation and Business Law
TABL2751,Business Taxation,6,Sydney,Taxation and Business Law
TABL2756,International Business Tax,6,Sydney,Taxation and Business Law
TABL2792,Real Property Law,6,Sydney,Taxation and Business Law
TABL3003,Taxation of Corporations,6,Sydney,Taxation and Business Law
TABL3005,Taxation of Trusts,6,Sydney,Taxation and Business Law
TABL3006,Tax Litigation,6,Sydney,Taxation and Business Law
TABL3010,Taxation of Superannuation,6,Sydney,Taxation and Business Law
TABL3016,Critical Perspectives and Ethics,6,Sydney,Taxation and Business Law
TABL3020,Principles of Australian International Taxation,6,Sydney,Taxation and Business Law
TABL3023,Principles of Goods and Services Tax Law,6,Sydney,Taxation and Business Law
TABL3028,International Tax: Design and Structure,6,Sydney,Taxation and Business Law
TABL3033,Tax Clinic,6,Sydney,Taxation and Business Law
TABL3040,Self Managed Superannuation Funds Law,6,Sydney,Taxation and Business Law
TABL3044,Comparative Tax Systems,6,Sydney,Taxation and Business Law
TABL3055,Taxation of Property Transactions,6,Sydney,Taxation and Business Law
TABL3732,International Franchise Law,6,Sydney,Taxation and Business Law
TABL3741,Insolvency Law,6,Sydney,Taxation and Business Law
TABL3752,Capital Gains Tax,6,Sydney,Taxation and Business Law
TABL3757,Corporate Tax Strategy,6,Sydney,Taxation and Business Law
TABL3761,Law of Banking and Finance,6,Sydney,Taxation and Business Law
TABL3781,Intellectual Property for Business,6,Sydney,Taxation and Business Law
TABL3791,International Business Law,6,Sydney,Taxation and Business Law
TABL4600,Thesis A,6,Sydney,Taxation and Business Law
TABL4601,Thesis B,6,Sydney,Taxation and Business Law
TABL4602,Thesis C,12,Sydney,Taxation and Business Law
TABL4721,Special Topic in Business Law,6,Sydney,Taxation and Business Law
TABL4722,Special Topic in Taxation,6,Sydney,Taxation and Business Law
TABL5503,Taxation of Corporations,6,Sydney,Taxation and Business Law
TABL5504,Asia Pacific Tax Regimes,6,Sydney,Taxation and Business Law
TABL5505,Taxation of Trusts,6,Sydney,Taxation and Business Law
TABL5506,Tax Litigation,6,Sydney,Taxation and Business Law
